token,dep,head
and,cc,attached
its,poss,terms
terms,nsubjpass,"
"
and,cc,terms
conditions,conj,terms
are,auxpass,"
"
hereby,advmod,"
"
"
",dep,incorporated
incorporated,conj,attached
by,prep,incorporated
reference,pobj,by
.,punct,attached
The,det,State
term,nmod,State
“,punct,State
State,nsubj,includes
”,punct,State
in,prep,State
Appendix,compound,A
A,pobj,in
includes,ROOT,includes
the,det,State
State,dobj,includes
of,prep,State
New,compound,York
York,pobj,of
and,cc,State
"
",dep,University
The,det,University
City,compound,University
University,conj,State
of,prep,University
New,compound,York
York,pobj,of
",",punct,University
which,nsubj,is
is,relcl,State
a,det,agency
“,punct,agency
contracting,compound,agency
agency,attr,is
”,punct,agency
and,cc,agency
“,punct,agency
State,compound,agency
agency,conj,agency
”,punct,agency
for,prep,State
"


",dep,for
#,punct,includes
#,punct,includes
Services_Agreement_-_Datakind_-_JJC_-_2022.02.15_AF_JD_Redacted_page_5,npadvmod,includes
"
",dep,includes
DataKind,npadvmod,includes
"

",dep,includes
purposes,dobj,includes
of,prep,purposes
Appendix,compound,A.
A.,pobj,of
If,mark,is
there,expl,is
is,advcl,resolved
any,det,conflict
conflict,attr,is
between,prep,conflict
Appendix,compound,A
A,pobj,between
and,cc,A
the,det,terms
terms,conj,A
and,cc,terms
"
",dep,conditions
conditions,conj,terms
of,prep,terms
this,det,Agreement
Agreement,pobj,of
",",punct,resolved
the,det,conflict
conflict,nsubjpass,resolved
shall,aux,resolved
be,auxpass,resolved
resolved,ROOT,resolved
by,prep,resolved
giving,pcomp,by
precedence,dobj,giving
to,dative,giving
Appendix,compound,A.
A.,pobj,to
"

",dep,caused
IN,prep,caused
WITNESS,compound,WHEREOF
WHEREOF,pobj,IN
",",punct,caused
each,det,Party
Party,nsubj,caused
has,aux,caused
",",punct,caused
as,prep,caused
of,prep,as
the,det,Date
Effective,compound,Date
Date,pobj,of
",",punct,caused
caused,ROOT,caused
this,det,Agreement
Agreement,nsubjpass,executed
to,aux,executed
be,auxpass,executed
"
",dep,executed
executed,ccomp,caused
by,agent,executed
its,poss,representative
duly,advmod,authorized
authorized,amod,representative
representative,pobj,by
.,punct,caused
"

",dep,Inc.
DataKind,nmod,Inc.
",",punct,Inc.
Inc.,ROOT,Inc.
"

",dep,Inc.
By,ROOT,By
"

",dep,By
Name,ROOT,Name
(,punct,printed
printed,acl,Name
):,punct,printed
"
",dep,Name
Title,appos,Name
:,punct,Title
"

",dep,Name
Date,dep,By
of,prep,Date
Signature,pobj,of
:,punct,Date
"

",dep,Date
CLIENT,appos,Date
"

",dep,Date
By,ROOT,By
"

",dep,By
Name,ROOT,Name
(,ROOT,(
printed,ROOT,printed
):,punct,printed
"
",dep,printed
Title,dep,printed
:,punct,Title
"

",dep,"

"
Date,ROOT,Date
of,prep,Date
Signature,pobj,of
:,punct,Date
"

",dep,Office
CUNY,compound,Office
Office,appos,Date
of,prep,Office
the,det,Counsel
General,compound,Counsel
Counsel,pobj,of
"
",dep,Date
Date,appos,Date
:,punct,Date
2/15/2022,appos,Date
"


",dep,Date
#,punct,Date
#,punct,Date
Services_Agreement_-_Datakind_-_JJC_-_2022.02.15_AF_JD_Redacted_page_6,appos,Date
"
",dep,Date
DataKind,ROOT,DataKind
"

",dep,"

"
SCHEDULE,ROOT,SCHEDULE
A,ROOT,A
"
",dep,"
"
In,prep,conduct
partnership,pobj,In
with,prep,partnership
John,compound,Jay
Jay,compound,College
College,pobj,with
",",punct,conduct
DataKind,nsubj,conduct
will,aux,conduct
conduct,ROOT,conduct
the,det,activities
following,amod,activities
activities,dobj,conduct
:,punct,activities
"

",dep,conduct
1,meta,Draft
.,meta,Draft
Draft,conj,conduct
a,det,brief
project,compound,brief
brief,dobj,Draft
that,nsubj,provides
provides,relcl,brief
guidelines,dobj,provides
and,cc,guidelines
expectations,conj,guidelines
on,prep,guidelines
the,det,project
project,pobj,on
.,punct,Draft
"

",dep,Conduct
Conduct,ROOT,Conduct
a,det,orientation
project,compound,partner
partner,compound,orientation
orientation,dobj,Conduct
in,prep,provide
which,pobj,in
DataKind,nsubj,provide
will,aux,provide
provide,relcl,orientation
an,det,overview
overview,dobj,provide
on,prep,overview
"
",dep,process
project,compound,process
process,pobj,on
and,cc,process
the,det,role
role,conj,process
and,cc,role
responsibilities,conj,role
of,prep,role
participants,pobj,of
at,prep,participants
a,det,partner
project,compound,partner
partner,pobj,at
.,punct,Conduct
"

",dep,"

"
3,punct,"

"
.,punct,3
When,advmod,require
projects,nsubj,require
require,advcl,conduct
volunteer,compound,teams
teams,dobj,require
",",punct,conduct
DataKind,nsubj,conduct
will,aux,conduct
conduct,ROOT,conduct
volunteer,compound,recruitment
recruitment,dobj,conduct
and,cc,recruitment
"
",dep,recruitment
orientation,conj,recruitment
in,mark,resource
order,dep,resource
to,aux,resource
resource,advcl,conduct
the,det,project
project,dobj,resource
appropriately,advmod,resource
.,punct,conduct
"

",dep,Draft
4,meta,Draft
.,punct,4
Draft,ROOT,Draft
a,det,plan
project,compound,plan
plan,dobj,Draft
based,prep,plan
on,prep,based
the,det,brief
project,compound,brief
brief,pobj,on
as,advmod,as
well,advmod,as
as,cc,brief
the,det,findings
initial,amod,findings
findings,conj,brief
of,prep,findings
our,poss,"
"
data,compound,"
"
"
",dep,audit
audit,pobj,of
.,punct,Draft
The,det,plan
project,compound,plan
plan,nsubj,include
will,aux,include
include,ROOT,include
high,amod,level
level,compound,milestones
milestones,dobj,include
with,prep,milestones
estimated,amod,dates
dates,pobj,with
for,prep,dates
"
",dep,for
completion,pobj,for
.,punct,include
"

",dep,Conduct
5,meta,Conduct
.,punct,5
Conduct,ROOT,Conduct
exploratory,amod,analysis
data,compound,analysis
analysis,dobj,Conduct
(,punct,analysis
EDA,appos,analysis
),punct,analysis
based,acl,analysis
on,prep,based
the,det,plan
project,compound,plan
plan,pobj,on
and,cc,Conduct
finalize,conj,Conduct
the,det,plan
plan,dobj,finalize
"
",dep,finalize
as,prep,finalize
appropriate,amod,as
based,prep,finalize
on,prep,based
this,det,analysis
analysis,pobj,on
.,punct,Conduct
"

",dep,"

"
6,punct,"

"
.,punct,6
Once,advmod,is
the,det,project
project,nsubj,is
is,advcl,provide
complete,acomp,is
",",punct,provide
DataKind,nsubj,provide
will,aux,provide
provide,ROOT,provide
an,det,report
insight,compound,report
report,dobj,provide
and,cc,report
presentation,conj,report
to,prep,provide
"
",dep,to
the,det,partner
project,compound,partner
partner,pobj,to
.,punct,provide
The,det,partner
project,compound,partner
partner,nsubj,discuss
and,cc,partner
DataKind,conj,partner
will,aux,discuss
discuss,ROOT,discuss
the,det,format
best,amod,format
format,dobj,discuss
for,prep,format
the,det,report
"
",dep,report
insight,compound,report
report,pobj,for
and,cc,report
presentation,conj,report
This,nsubj,be
may,aux,be
be,parataxis,discuss
in,prep,be
the,det,form
form,pobj,in
of,prep,form
a,det,report
written,amod,report
report,pobj,of
",",punct,report
a,det,webinar
webinar,conj,report
",",punct,webinar
"
",dep,call
conference,compound,call
call,conj,webinar
",",punct,call
or,cc,call
powerpoint,conj,call
.,punct,be
"

",dep,discuss
No,det,fees
fees,nsubjpass,required
are,auxpass,required
required,ROOT,required
in,prep,required
the,det,provision
provision,pobj,in
of,prep,provision
these,det,services
services,pobj,of
.,punct,required
"

",dep,Introduction
Introduction,ROOT,Introduction
and,cc,Introduction
Overview,conj,Introduction
of,prep,Overview
Needs,pobj,of
"

",dep,Introduction
Community,compound,colleges
colleges,nsubj,offer
or,cc,colleges
junior,amod,colleges
colleges,conj,colleges
across,prep,colleges
the,det,States
United,compound,States
States,pobj,across
offer,ROOT,offer
many,amod,types
types,dobj,offer
of,prep,types
educational,amod,programs
"
",dep,programs
programs,pobj,of
",",punct,programs
including,prep,types
those,pobj,including
that,nsubj,lead
lead,relcl,those
to,prep,lead
degrees,pobj,to
and,cc,degrees
certificates,conj,degrees
and,cc,lead
that,nsubj,serve
serve,conj,lead
as,prep,serve
job,nmod,entry
-,punct,entry
entry,nmod,experience
"
",dep,experience
educational,amod,experience
experience,pobj,as
",",punct,those
as,advmod,as
well,advmod,as
as,cc,those
associate,compound,degrees
degrees,conj,those
that,nsubj,prepare
prepare,relcl,degrees
students,dobj,prepare
for,prep,prepare
transfer,pobj,for
to,prep,transfer
a,det,college
"
",dep,college
four,nummod,year
-,punct,year
year,compound,college
college,pobj,to
where,advmod,earn
graduates,nsubj,earn
can,aux,earn
earn,relcl,college
a,det,bachelor
bachelor,poss,degree
’s,case,bachelor
degree,dobj,earn
.,punct,offer
This,det,degree
degree,nsubj,takes
typically,advmod,takes
takes,ROOT,takes
2,nummod,"
"
"
",dep,years
years,dobj,takes
to,aux,achieve
achieve,xcomp,takes
.,punct,takes
"

",dep,colleges
Senior,amod,colleges
colleges,nsubj,provide
or,cc,colleges
universities,conj,colleges
provide,ROOT,provide
students,dobj,provide
with,prep,provide
a,det,degree
Bachelor,poss,degree
's,case,Bachelor
degree,pobj,with
",",punct,degree
which,nsubj,takes
takes,relcl,degree
4,nummod,years
years,dobj,takes
of,prep,years
"
",dep,of
full,amod,time
-,punct,time
time,compound,study
study,pobj,of
to,aux,complete
complete,xcomp,takes
.,punct,provide
Students,nsubj,transfer
who,nsubj,graduate
graduate,relcl,Students
from,prep,graduate
community,compound,colleges
colleges,pobj,from
with,prep,graduate
an,det,Degree
"
",dep,Degree
Associate,poss,Degree
’s,case,Associate
Degree,pobj,with
can,aux,transfer
then,advmod,transfer
transfer,ROOT,transfer
to,prep,transfer
senior,amod,colleges
colleges,pobj,to
to,aux,work
work,advcl,transfer
towards,prep,work
their,poss,bachelor
bachelor,poss,degree
’s,case,bachelor
degree,pobj,towards
"
",dep,work
for,prep,work
an,det,years
additional,amod,years
4,nummod,years
years,pobj,for
.,punct,transfer
As,prep,take
a,det,result
result,pobj,As
",",punct,take
it,nsubj,take
will,aux,take
take,ROOT,take
students,dative,take
6,nummod,years
years,dobj,take
to,aux,complete
complete,xcomp,take
both,preconj,degree
their,poss,degree
"
",dep,degree
Associate,nmod,degree
’s,case,Associate
and,cc,Associate
Bachelor,conj,Associate
’s,case,Bachelor
degree,dobj,complete
.,punct,take
"

",dep,College
John,compound,Jay
Jay,compound,College
College,nsubj,evolved
of,prep,College
Criminal,compound,Justice
Justice,pobj,of
(,punct,College
JUC,appos,College
),punct,College
—,punct,College
a,det,college
senior,amod,college
college,appos,College
of,prep,college
The,det,University
City,compound,University
University,pobj,of
of,prep,University
New,compound,York
York,pobj,of
"
",dep,College
(,punct,College
CUNY,appos,College
),punct,College
-,punct,evolved
has,aux,evolved
evolved,ROOT,evolved
into,prep,evolved
the,det,leader
preeminent,amod,leader
international,amod,leader
leader,pobj,into
in,prep,leader
educating,pcomp,in
for,prep,educating
justice,pobj,for
in,prep,educating
its,poss,dimensions
many,amod,dimensions
"
",dep,dimensions
dimensions,pobj,in
.,punct,evolved
The,det,College
College,nsubj,offers
offers,ROOT,offers
a,det,curriculum
rich,amod,curriculum
liberal,amod,arts
arts,nmod,curriculum
and,cc,arts
professional,conj,arts
curriculum,dobj,offers
that,nsubj,prepares
prepares,relcl,curriculum
"
",dep,students
students,nsubj,serve
to,aux,serve
serve,xcomp,prepares
the,det,interest
public,amod,interest
interest,dobj,serve
as,prep,serve
ethical,amod,leaders
leaders,pobj,as
and,cc,leaders
engaged,amod,citizens
citizens,conj,leaders
.,punct,offers
The,det,College
College,nsubj,is
is,ROOT,is
"
",dep,dedicated
dedicated,acomp,is
to,prep,dedicated
educating,pcomp,to
traditionally,advmod,underrepresented
underrepresented,amod,groups
groups,dobj,educating
and,cc,dedicated
committed,conj,dedicated
to,prep,committed
increasing,pcomp,to
"
",dep,increasing
diversity,dobj,increasing
in,prep,diversity
the,det,workforce
workforce,pobj,in
.,punct,dedicated
With,prep,is
a,det,community
community,pobj,With
of,prep,community
over,quantmod,"15,000"
"15,000",nummod,students
students,pobj,of
",",punct,With
in,prep,With
an,det,array
array,pobj,in
of,prep,array
"
",dep,programs
undergraduate,amod,programs
",",punct,undergraduate
graduate,conj,undergraduate
and,cc,graduate
doctoral,conj,graduate
programs,pobj,of
",",punct,is
John,compound,Jay
Jay,compound,College
College,nsubj,is
is,ROOT,is
the,det,diverse
most,advmod,diverse
diverse,attr,is
among,prep,diverse
"
",dep,among
the,det,University
City,compound,University
University,poss,colleges
of,prep,University
New,compound,York
York,pobj,of
’s,case,University
senior,amod,colleges
colleges,pobj,among
.,punct,is
The,det,body
student,compound,body
body,nsubj,produces
—,punct,body
60,nummod,%
%,appos,body
female,amod,%
40,nummod,%
%,appos,%
"


",dep,%
#,punct,body
#,punct,body
Services_Agreement_-_Datakind_-_JJC_-_2022.02.15_AF_JD_Redacted_page_7,appos,body
"
",dep,body
DataKind,appos,body
"

",dep,body
Hispanic,amod,American
and,cc,Hispanic
25,nummod,%
%,conj,Hispanic
African,compound,American
American,appos,body
—,punct,body
today,npadvmod,produces
produces,ROOT,produces
leaders,dobj,produces
",",punct,leaders
scholars,conj,leaders
and,cc,scholars
heroes,conj,scholars
in,prep,leaders
policing,pobj,in
"
",dep,in
and,cc,in
beyond,conj,in
",",punct,leaders
including,prep,leaders
forensic,amod,science
science,pobj,including
",",punct,science
law,conj,science
",",punct,law
fire,conj,law
and,cc,fire
emergency,compound,management
management,conj,fire
",",punct,fire
social,amod,work
work,conj,fire
",",punct,work
"
",dep,teaching
teaching,conj,work
",",punct,teaching
private,amod,security
security,conj,teaching
",",punct,security
forensic,amod,psychology
psychology,conj,security
and,cc,psychology
corrections,conj,psychology
.,punct,produces
"

",dep,Challenge
The,det,Challenge
Challenge,compound,"

"
"

",dep,"

"
Across,prep,are
the,det,States
United,compound,States
States,pobj,Across
",",punct,are
4,nummod,year
-,punct,year
year,compound,rates
graduation,compound,rates
rates,nsubj,are
for,prep,rates
transfer,compound,students
students,pobj,for
who,nsubj,move
move,relcl,students
from,prep,move
"
",dep,from
community,compound,college
college,pobj,from
to,prep,move
a,det,institution
senior,amod,institution
(,punct,institution
4,nummod,year
year,nmod,institution
),punct,institution
institution,pobj,to
are,ROOT,are
poor,acomp,are
.,punct,are
Data,nsubj,shows
from,prep,Data
the,det,Institutes
American,compound,Institutes
Institutes,pobj,from
for,prep,Institutes
"
",dep,Research
Research,pobj,for
shows,ROOT,shows
that,mark,graduate
only,advmod,60
about,advmod,60
60,nummod,%
%,nsubj,graduate
of,prep,%
college,compound,students
students,pobj,of
graduate,ccomp,shows
from,prep,graduate
four,nummod,year
-,punct,year
year,compound,colleges
colleges,pobj,from
and,cc,colleges
"
",dep,universities
universities,conj,colleges
within,prep,graduate
six,nummod,years
years,pobj,within
’,case,years
.,punct,shows
Additionally,advmod,are
",",punct,are
the,advmod,longer
longer,amod,stay
students,nsubj,stay
stay,advcl,are
in,prep,stay
a,det,college
community,compound,college
college,pobj,in
",",punct,are
the,advmod,likely
"
",dep,likely
less,advmod,likely
likely,amod,are
they,nsubj,are
are,ROOT,are
to,aux,transfer
transfer,xcomp,are
to,prep,transfer
a,det,university
4,nummod,year
year,compound,university
university,pobj,to
",",punct,are
therefore,advmod,blocking
blocking,advcl,are
their,poss,path
academic,amod,path
path,dobj,blocking
to,prep,path
"
",dep,to
graduating,pcomp,to
with,prep,graduating
a,det,degree
degree,pobj,with
from,prep,degree
a,det,institution
senior,amod,institution
institution,pobj,from
.,punct,are
"

",dep,is
While,mark,has
John,compound,Jay
Jay,compound,College
College,nsubj,has
has,advcl,is
the,det,rate
highest,amod,rate
transfer,compound,graduation
graduation,compound,rate
rate,dobj,has
of,prep,rate
any,det,institution
NYC,nmod,education
higher,amod,education
education,nmod,"
"
"
",dep,institution
institution,pobj,of
(,punct,institution
in,prep,institution
and,cc,in
outside,conj,in
of,prep,outside
the,det,system
CUNY,compound,system
system,pobj,of
),punct,is
",",punct,is
identifying,csubj,is
individuals,dobj,identifying
who,nsubj,benefit
could,aux,benefit
benefit,relcl,individuals
from,prep,benefit
an,det,intervention
"
",dep,intervention
intervention,pobj,from
to,aux,support
support,relcl,intervention
their,poss,path
academic,amod,path
path,dobj,support
to,aux,increase
increase,acl,intervention
student,compound,rates
graduation,compound,rates
rates,dobj,increase
is,ROOT,is
time,npadvmod,consuming
"
",dep,consuming
consuming,acomp,is
and,cc,consuming
resource,npadvmod,intensive
intensive,conj,consuming
.,punct,is
"

",dep,"

"
Currently,advmod,exists
",",punct,exists
no,det,pipeline
data,compound,pipeline
pipeline,nsubj,exists
or,cc,pipeline
tool,conj,pipeline
exists,ROOT,exists
to,aux,provide
provide,relcl,pipeline
student,compound,level
-,punct,level
level,compound,information
information,dobj,provide
on,prep,information
the,det,program
junior,amod,program
to,prep,junior
"
",dep,to
senior,pobj,to
college,compound,transfer
transfer,compound,program
program,pobj,on
",",punct,program
where,pobj,from
the,det,students
students,nsubj,come
come,conj,program
from,prep,come
(,punct,college
i.e.,advmod,college
which,det,college
community,compound,college
college,parataxis,come
),punct,college
",",punct,come
"
",dep,come
and,cc,come
where,advmod,need
they,nsubj,need
might,aux,need
need,conj,come
additional,amod,support
support,dobj,need
in,mark,graduate
order,dep,graduate
to,aux,graduate
graduate,advcl,need
from,prep,graduate
the,det,program
4,nummod,year
year,compound,program
program,pobj,from
"
",dep,graduate
within,prep,graduate
6,nummod,years
years,pobj,within
.,punct,exists
"

",dep,Opportunity
The,det,Opportunity
Opportunity,ROOT,Opportunity
"

",dep,"

"
DataKind,nsubj,like
would,aux,like
like,ROOT,like
to,aux,work
work,xcomp,like
in,prep,work
partnership,pobj,in
with,prep,partnership
the,det,team
John,nmod,Jay
Jay,nmod,College
College,nmod,team
(,punct,JJC
JJC,appos,College
),punct,JJC
team,pobj,with
to,aux,use
use,advcl,work
"
",dep,students
students,poss,information
’,case,students
information,dobj,use
prior,advmod,use
to,prep,prior
and,cc,prior
after,conj,prior
transferring,pcomp,after
to,prep,transferring
John,compound,Jay
Jay,compound,College
College,pobj,to
in,mark,predict
order,dep,predict
to,aux,predict
predict,advcl,use
which,det,students
"
",dep,students
transfer,compound,students
students,nsubj,are
are,ccomp,predict
most,advmod,at
at,prep,are
risk,pobj,at
of,prep,risk
not,neg,graduating
graduating,pcomp,of
.,punct,like
John,compound,Jay
Jay,nsubj,offer
will,aux,offer
",",punct,offer
in,prep,offer
turn,pobj,in
",",punct,offer
offer,ROOT,offer
these,det,students
students,dative,offer
"
",dep,support
additional,amod,support
support,dobj,offer
toward,prep,support
completing,pcomp,toward
their,poss,degrees
degrees,dobj,completing
",",punct,offer
enabling,advcl,offer
the,det,foundation
solid,amod,foundation
foundation,nsubj,strengthen
of,prep,foundation
a,det,Degree
"
",dep,Degree
Bachelor,poss,Degree
’s,case,Bachelor
Degree,pobj,of
to,aux,strengthen
strengthen,xcomp,enabling
their,poss,stability
stability,dobj,strengthen
and,cc,stability
future,amod,being
economic,amod,being
well,compound,being
being,conj,stability
.,punct,offer
"

",dep,"

"
Specifically,advmod,aim
",",punct,aim
the,det,tool
tool,nsubj,aim
will,aux,aim
aim,ROOT,aim
to,aux,generate
generate,xcomp,aim
data,npadvmod,driven
driven,amod,insights
insights,dobj,generate
into,prep,insights
which,det,students
students,nsubj,be
might,aux,be
be,pcomp,into
at,prep,be
"
",dep,at
highest,amod,risk
risk,pobj,at
of,prep,risk
not,neg,completing
completing,pcomp,of
their,poss,degree
degree,dobj,completing
",",punct,be
and,cc,be
when,advmod,need
the,det,intervention(s
intervention(s,nsubj,need
),punct,intervention(s
would,aux,need
need,conj,be
to,aux,take
take,xcomp,need
"
",dep,take
place,dobj,take
(,punct,take
e.g.,advmod,take
",",punct,e.g.
the,det,semester
semester,dobj,take
before,mark,transfer
they,nsubj,transfer
transfer,advcl,semester
",",punct,semester
the,det,summer
summer,appos,semester
before,advmod,summer
",",punct,summer
throughout,prep,summer
the,det,year
first,amod,year
academic,amod,year
"
",dep,year
year,pobj,throughout
at,prep,year
JJC,pobj,at
etc,nmod,semester
.,punct,take
),punct,take
.,punct,aim
The,det,nature
specific,amod,nature
nature,nsubj,is
of,prep,nature
the,det,intervention(s
intervention(s,pobj,of
),punct,intervention(s
taken,acl,intervention(s
is,ROOT,is
not,neg,is
in,prep,is
scope,pobj,in
of,prep,scope
this,det,project
project,pobj,of
",",punct,is
"
",dep,is
and,cc,is
will,aux,addressed
be,auxpass,addressed
addressed,conj,is
by,agent,addressed
the,det,experts
subject,compound,matter
-,punct,matter
matter,compound,experts
experts,pobj,by
within,prep,experts
JJC,pobj,within
",",punct,addressed
based,conj,addressed
in,prep,based
part,pobj,in
on,prep,based
already,advmod,programs
"
",dep,programs
existing,amod,programs
and,cc,existing
successful,conj,existing
intervention,compound,programs
programs,pobj,on
at,prep,programs
JJC,pobj,at
.,punct,is
"

",dep,Source
',case,"

"
Source,ROOT,Source
:,punct,Source
"
",dep,rates
https://www.communitycollegereview.com/blog/the-catch-22-of-community-college-grad,nummod,rates
"
",dep,rates
uation,compound,rates
-,punct,rates
rates,appos,Source
"


",dep,Source
#,punct,Source
#,punct,Source
Services_Agreement_-_Datakind_-_JJC_-_2022.02.15_AF_JD_Redacted_page_8,appos,Source
"
",dep,Statement
DataKind,nmod,Statement
"

",dep,Statement
DataKind,compound,Statement
Problem,compound,Statement
Statement,appos,Source
"

",dep,Source
Using,acl,Source
student,nmod,information
demographic,amod,information
and,cc,demographic
enrollment,conj,demographic
information,dobj,Using
from,prep,information
2005,pobj,from
-,punct,2021
2021,prep,2005
",",punct,information
student,compound,performance
performance,compound,"
"
"
",dep,information
information,conj,information
prior,advmod,information
to,prep,prior
enrollment,pobj,to
at,prep,enrollment
John,compound,Jay
Jay,pobj,at
",",punct,information
and,cc,information
student,compound,performance
performance,compound,information
information,conj,information
after,prep,information
"
",dep,enrollment
enrollment,pobj,after
at,prep,enrollment
John,compound,Jay
Jay,compound,College
College,pobj,at
",",punct,aims
DataKind,nsubj,aims
aims,ROOT,aims
to,aux,create
create,xcomp,aims
a,det,model
model,dobj,create
that,nsubj,provide
will,aux,provide
provide,relcl,model
the,det,team
John,compound,Jay
Jay,compound,team
"
",dep,team
team,dobj,provide
(,punct,team
academic,amod,advisors
advisors,appos,team
",",punct,advisors
financial,amod,aid
aid,compound,counselors
counselors,appos,advisors
),punct,team
with,prep,provide
data,npadvmod,driven
-,punct,driven
driven,amod,information
information,pobj,with
to,aux,identify
identify,relcl,information
"
",dep,identify
transfer,compound,students
students,dobj,identify
who,nsubj,defined
have,aux,defined
defined,relcl,students
risk,compound,characteristics
characteristics,dobj,defined
so,mark,receive
that,mark,receive
they,nsubj,receive
can,aux,receive
receive,advcl,identify
direct,amod,support
support,dobj,receive
to,aux,help
"
",dep,help
help,relcl,support
ensure,xcomp,help
their,poss,success
academic,amod,success
success,dobj,ensure
"

",dep,aims
The,det,model
model,nsubj,generate
will,aux,generate
generate,ROOT,generate
the,det,probability
probability,dobj,generate
of,prep,probability
a,det,student
transfer,compound,student
student,nsubj,completing
not,neg,completing
completing,pcomp,of
their,poss,degree
degree,dobj,completing
(,punct,completing
with,prep,completing
an,det,emphasis
"
",dep,emphasis
emphasis,pobj,with
on,prep,emphasis
completion,pobj,on
within,prep,completion
six,nummod,years
years,pobj,within
),punct,completing
based,prep,probability
on,prep,based
historical,amod,data
data,pobj,on
provided,acl,data
and,cc,data
machine,compound,learning
"
",dep,learning
learning,compound,algorithms
algorithms,conj,data
",",punct,generate
and,cc,generate
will,aux,provide
also,advmod,provide
provide,conj,generate
recommendations,dobj,provide
on,prep,recommendations
when,advmod,is
this,det,risk
risk,nsubj,is
is,pcomp,on
highest,acomp,is
(,punct,is
e.g.,advmod,semester
",",punct,semester
"
",dep,semester
semester,nmod,transfer
or,cc,semester
summer,compound,pre
pre,conj,semester
-,conj,semester
transfer,nsubj,is
",",punct,transfer
first,amod,semester
transfer,compound,semester
semester,conj,transfer
etc,nmod,semester
.,punct,is
),punct,provide
.,punct,generate
This,nsubj,allow
will,aux,allow
allow,ROOT,allow
the,det,team
CUNY,compound,team
team,nsubj,support
to,aux,support
"
",dep,support
directly,advmod,support
support,ccomp,allow
students,dobj,support
most,advmod,risk
at,amod,risk
-,punct,risk
risk,amod,students
of,prep,risk
not,neg,graduating
graduating,pcomp,of
",",punct,support
ensuring,advcl,support
that,mark,graduate
transfer,compound,students
students,nsubj,graduate
from,prep,students
"
",dep,programs
associates,compound,programs
programs,pobj,from
will,aux,graduate
graduate,ccomp,ensuring
from,prep,graduate
John,compound,Jay
Jay,compound,College
College,poss,programs
’s,case,College
baccalaureate,compound,programs
programs,pobj,from
within,prep,graduate
the,det,years
"
",dep,years
prescribed,amod,years
6,nummod,years
years,pobj,within
.,punct,allow
"

",dep,allow
Background,dobj,allow
and,cc,Background
Context,conj,Background
:,punct,Background
Previous,amod,Partnership
DataKind,compound,Partnership
Partnership,punct,allow
"

",dep,allow
DataKind,nsubj,partnered
previously,advmod,partnered
partnered,ccomp,allow
with,prep,partnered
John,compound,Jay
Jay,compound,College
College,pobj,with
at,prep,College
CUNY,pobj,at
to,aux,build
build,advcl,partnered
a,det,model
predictive,amod,model
model,dobj,build
using,acl,model
"
",dep,data
John,compound,Jay
Jay,poss,data
’s,case,Jay
data,dobj,using
to,aux,identify
identify,xcomp,using
students,dobj,identify
with,prep,students
advanced,amod,standing
standing,pobj,with
who,nsubj,are
are,relcl,students
at,prep,are
risk,pobj,at
of,prep,risk
dropping,pcomp,of
out,prt,dropping
.,punct,allow
"
",dep,allow
Leveraging,advcl,used
historical,amod,data
student,compound,data
data,dobj,Leveraging
",",punct,used
the,det,team
DataKind,compound,team
DataCorps,compound,team
team,nsubj,used
used,ccomp,see
statistical,amod,analysis
analysis,dobj,used
and,cc,analysis
"
",dep,learning
machine,compound,learning
learning,conj,analysis
to,aux,understand
understand,xcomp,used
and,cc,understand
identify,conj,understand
factors,dobj,identify
that,nsubj,affect
may,aux,affect
affect,relcl,factors
students,poss,decisions
’,case,students
decisions,dobj,affect
to,aux,drop
drop,acl,decisions
"
",dep,drop
out,prt,drop
after,prep,drop
having,aux,completed
completed,pcomp,after
90,nummod,credits
credits,dobj,completed
(,punct,credits
75,nummod,percent
percent,appos,credits
of,prep,percent
the,det,credits
credits,pobj,of
needed,acl,credits
to,aux,earn
earn,advcl,needed
a,det,degree
degree,dobj,earn
),punct,credits
[,punct,see
see,ROOT,see
"
",dep,see
previous,amod,plan
project,compound,plan
plan,dobj,see
here,advmod,plan
",",punct,plan
the,det,video
final,amod,video
project,compound,presentation
presentation,compound,video
video,conj,plan
here,advmod,video
",",punct,video
and,cc,video
the,det,deck
final,amod,deck
project,compound,"
"
"
",dep,deck
presentation,compound,deck
deck,conj,video
here,advmod,deck
],punct,see
.,punct,see
"

",dep,"

"
For,prep,computed
each,det,student
student,pobj,For
with,prep,student
a,det,set
given,amod,set
set,pobj,with
of,prep,set
characteristics,pobj,of
recorded,acl,set
in,prep,recorded
the,det,data
data,pobj,in
",",punct,computed
the,det,model
model,nsubj,computed
computed,ROOT,computed
a,det,score
"
",dep,score
dropout,compound,risk
risk,compound,score
score,dobj,computed
.,punct,computed
This,nsubj,allowed
allowed,ROOT,allowed
the,det,administration
John,compound,Jay
Jay,compound,administration
administration,nsubj,identify
to,aux,identify
identify,ccomp,allowed
students,dobj,identify
with,prep,students
a,det,risk
high,amod,risk
risk,pobj,with
"
",dep,risk
of,prep,risk
dropping,pcomp,of
out,advmod,dropping
early,advmod,on
on,advmod,dropping
.,punct,allowed
The,det,analysis
statistical,amod,analysis
analysis,nsubj,revealed
also,advmod,revealed
revealed,ROOT,revealed
student,compound,characteristics
characteristics,dobj,revealed
that,nsubj,are
are,relcl,characteristics
"
",dep,likely
most,advmod,likely
likely,acomp,are
to,aux,associated
be,auxpass,associated
associated,xcomp,likely
