token,dep,head
schools,pobj,at
.,punct,include
"

",dep,provided
For,prep,provided
those,det,students
students,pobj,For
whose,poss,enrollment
first,amod,bachelor
bachelor,poss,degree
’s,case,bachelor
degree,npadvmod,seeking
-,punct,seeking
seeking,amod,enrollment
enrollment,nsubj,began
at,prep,enrollment
John,compound,College
J,compound,ay
ay,compound,College
College,pobj,at
began,relcl,students
"
",dep,began
as,prep,began
a,det,transfer
new,amod,transfer
transfer,pobj,as
",",punct,provided
records,nsubjpass,provided
of,prep,records
their,poss,enrollments
enrollments,pobj,of
at,prep,enrollments
other,amod,schools
CUNY,compound,schools
schools,pobj,at
prior,advmod,enrollments
to,prep,prior
their,poss,transfer
transfer,pobj,to
to,prep,transfer
"

",dep,to
John,compound,Jay
Jay,pobj,to
are,auxpass,provided
also,advmod,provided
provided,ROOT,provided
.,punct,provided
"

",dep,"

"
Additionally,advmod,requested
",",punct,requested
records,nsubjpass,requested
may,aux,requested
be,auxpass,requested
requested,ROOT,requested
from,prep,requested
the,det,Office
Office,pobj,from
of,prep,Office
Financial,compound,Aid
Aid,pobj,of
.,punct,requested
The,det,data
actual,amod,data
data,nsubj,are
are,ROOT,are
yet,advmod,are
"
",dep,are
to,aux,determined
be,auxpass,determined
determined,xcomp,"
"
by,agent,determined
DataKind,pobj,by
.,punct,are
John,compound,Jay
Jay,nsubj,ensure
will,aux,ensure
ensure,ROOT,ensure
students,nsubj,remain
remain,ccomp,ensure
unidentifiable,acomp,remain
by,prep,ensure
adding,pcomp,by
"
",dep,adding
the,det,ID
Study,compound,ID
ID,dobj,adding
and,cc,adding
removing,conj,adding
all,det,identifiers
identifiers,dobj,removing
from,prep,removing
the,det,data
financial,amod,aid
aid,compound,data
data,pobj,from
prior,advmod,removing
to,prep,prior
transmission,pobj,to
.,punct,ensure
"


",dep,DataKindAgreements__page_8
#,nmod,DataKindAgreements__page_8
#,punct,DataKindAgreements__page_8
DataKindAgreements__page_8,ROOT,DataKindAgreements__page_8
"
",dep,DataKindAgreements__page_8
EXHIBIT,compound,B
B,appos,DataKindAgreements__page_8
"

",dep,"

"
A,det,description
description,nsubjpass,set
of,prep,description
initial,amod,data
data,pobj,of
to,aux,provided
be,auxpass,provided
provided,relcl,data
for,prep,provided
purposes,pobj,for
of,prep,purposes
this,det,Agreement
Agreement,pobj,of
is,auxpass,set
set,ROOT,set
forth,prt,set
in,prep,set
Exhibit,pobj,in
"
",dep,Exhibit
A.,punct,set
CUNY,nsubj,providing
is,aux,providing
providing,ROOT,providing
the,det,data
data,dobj,providing
",",punct,data
regarding,prep,data
certain,amod,students
bachelor,compound,degree
degree,npadvmod,seeking
-,punct,seeking
seeking,amod,students
students,pobj,regarding
who,nsubj,achieved
have,aux,achieved
"
",dep,achieved
achieved,relcl,students
90,nummod,hours
or,cc,90
more,conj,90
credit,compound,hours
hours,dobj,achieved
",",punct,providing
so,mark,discover
that,mark,discover
Recipient,nsubj,discover
can,aux,discover
discover,advcl,providing
what,det,questions
questions,dobj,"
"
might,aux,"
"
be,auxpass,"
"
"
",dep,addressed
addressed,ccomp,discover
through,prep,addressed
its,poss,analysis
analysis,pobj,through
of,prep,analysis
the,det,data
data,pobj,of
.,punct,providing
Recipient,nsubj,summarize
will,aux,summarize
summarize,ROOT,summarize
those,det,questions
questions,dobj,summarize
for,prep,summarize
CUNY,poss,"
"
’s,case,CUNY
"
",dep,for
review,pobj,for
and,cc,summarize
",",punct,summarize
upon,prep,developed
agreement,pobj,upon
between,prep,agreement
CUNY,pobj,between
and,cc,CUNY
Recipient,conj,CUNY
",",punct,developed
a,det,scope
scope,nsubjpass,developed
of,prep,scope
work,pobj,of
will,aux,developed
be,auxpass,developed
developed,conj,summarize
",",punct,developed
"
",dep,developed
agreed,conj,developed
to,prep,agreed
",",punct,agreed
and,cc,agreed
Incorporated,conj,agreed
as,prep,Incorporated
Exhibit,compound,B.
B.,pobj,as
"


",dep,INVESTIGATORS
#,nmod,DataKindAgreements__page_9
#,punct,DataKindAgreements__page_9
DataKindAgreements__page_9,nmod,INVESTIGATORS
"
",dep,INVESTIGATORS
EXHIBIT,nmod,INVESTIGATORS
C,nmod,INVESTIGATORS
"
",dep,INVESTIGATORS
PROJECT,compound,INVESTIGATORS
INVESTIGATORS,npadvmod,agrees
"

",dep,agrees
1,meta,agrees
",",punct,agrees
Each,nsubj,agrees
of,prep,Each
the,det,Investigators
undersigned,amod,Investigators
Project,compound,Investigators
Investigators,pobj,of
",",punct,agrees
in,prep,"
"
consideration,pobj,in
of,prep,consideration
their,poss,use
use,pobj,of
of,prep,use
the,det,Data
Data,pobj,of
",",punct,"
"
"
",dep,agrees
agrees,ROOT,agrees
that,mark,read
:,punct,read
"

",dep,read
(,punct,read
a,meta,read
),punct,a
she,nsubj,read
has,aux,read
read,ccomp,agrees
the,det,Agreement
Data,nmod,Transfer
Transfer,nmod,Agreement
&,cc,Transfer
Non,conj,Transfer
-,conj,Transfer
Confidentiality,conj,Transfer
Agreement,dobj,read
from,prep,Agreement
The,det,City
City,pobj,from
"
",dep,City
University,appos,City
of,prep,University
New,compound,York
York,pobj,of
to,prep,attached
which,pobj,to
this,det,B
Exhibit,compound,B
B,nsubjpass,attached
is,auxpass,attached
attached,relcl,City
(,punct,Agreement
the,det,Agreement
“,punct,Agreement
Agreement,appos,Agreement
”,punct,Agreement
),punct,Agreement
and,cc,read
the,det,Use
Permitted,amod,Use
"
",dep,Use
Use,conj,read
described,acl,Use
in,prep,described
Exhibit,compound,A
A,pobj,in
to,prep,described
that,det,Agreement
Agreement,pobj,to
.,punct,agrees
"

",dep,is
(,punct,is
b,meta,is
),meta,is
—,punct,is
s,dep,is
/,dep,is
he,nsubj,is
is,ROOT,is
a,det,Investigator
“,punct,Investigator
Project,compound,Investigator
Investigator,attr,is
”,punct,Investigator
and,cc,Investigator
an,det,User
“,punct,User
Authorized,amod,User
User,conj,Investigator
”,punct,User
within,prep,Investigator
the,det,meaning
meaning,pobj,within
of,prep,meaning
"
",dep,of
the,det,Agreement
Agreement,pobj,of
.,punct,is
"

",dep,comply
(,punct,comply
c,meta,comply
),punct,c
s,dep,comply
/,dep,comply
he,nsubj,comply
shall,aux,comply
comply,ROOT,comply
fully,advmod,comply
with,prep,comply
the,det,terms
terms,pobj,with
of,prep,terms
the,det,Agreement
Agreement,pobj,of
.,punct,comply
"

",dep,"

"
(,punct,"

"
"
",dep,INVESTIGATOR
PROJECT,compound,INVESTIGATOR
INVESTIGATOR,ROOT,INVESTIGATOR
:,punct,INVESTIGATOR
siltind,appos,INVESTIGATOR
<,punct,INVESTIGATOR
SABAT,appos,INVESTIGATOR
"
",dep,INVESTIGATOR
Sigagture,compound,Date
Date,appos,INVESTIGATOR
"
",dep,INVESTIGATOR
_,punct,INVESTIGATOR
JeanCarlo,compound,Bonilla
Bonilla,appos,INVESTIGATOR
_,punct,INVESTIGATOR
_,punct,INVESTIGATOR
DataKind,appos,INVESTIGATOR
"
",dep,INVESTIGATOR
Typed,amod,Name
Name,compound,Affiliation
Institution,compound,Affiliation
Affiliation,appos,INVESTIGATOR
"
",dep,INVESTIGATOR
PROJECT,compound,INVESTIGATOR
INVESTIGATOR,appos,INVESTIGATOR
:,punct,INVESTIGATOR
Nohask,compound,wy
p,compound,wy
wy,appos,INVESTIGATOR
_,punct,INVESTIGATOR
_,punct,INVESTIGATOR
5/18/2017,appos,INVESTIGATOR
"
",dep,Date
Signature,compound,Date
Date,ROOT,Date
"
",dep,Date
_,punct,Date
Michael,compound,Dowd
Dowd,appos,Date
.,punct,Date
DataKind,ROOT,DataKind
"
",dep,DataKind
Typed,compound,Name
Name,compound,Affiliation
Institation,compound,Affiliation
Affiliation,ROOT,Affiliation
"
",dep,INVESTIGATOR
PROJECT,compound,INVESTIGATOR
INVESTIGATOR,appos,Affiliation
:,punct,INVESTIGATOR
-,punct,INVESTIGATOR
:,punct,INVESTIGATOR
-,punct,INVESTIGATOR
_,punct,INVESTIGATOR
"
",dep,Date
Signature,compound,Date
Date,ROOT,Date
"
",dep,Date
Typed,compound,Name
Name,compound,Affiliation
OO,compound,Affiliation
Institution,compound,Affiliation
Affiliation,ROOT,Affiliation
"
",dep,Affiliation
2,meta,agrees
.,punct,2
The,det,Investigator
Principal,compound,Investigator
Investigator,nsubj,agrees
agrees,ROOT,agrees
that,mark,are
the,det,persons
persons,nsubj,are
designated,acl,persons
herein,advmod,designated
are,ccomp,agrees
Project,nmod,"

"
"

",dep,Investigators
Investigators,attr,are
and,cc,Investigators
Authorized,amod,Users
Users,conj,Investigators
within,prep,are
the,det,meaning
meaning,pobj,within
of,prep,meaning
the,det,Agreement
Agreement,pobj,of
.,punct,agrees
"

",dep,INVESTIGATOR
PRINCIPAL,compound,INVESTIGATOR
INVESTIGATOR,ROOT,INVESTIGATOR
:,punct,INVESTIGATOR
_,punct,INVESTIGATOR
afoot,appos,INVESTIGATOR
lh,nmod,afoot
_,punct,lh
.,punct,INVESTIGATOR
SIB,appos,INVESTIGATOR
/,punct,INVESTIGATOR
A7,appos,INVESTIGATOR
"
",dep,INVESTIGATOR
Sign,appos,INVESTIGATOR
:,punct,Sign
Date,appos,INVESTIGATOR
"

",dep,Bonilla
_,nmod,Bonilla
JeanCarlo,compound,Bonilla
Bonilla,appos,INVESTIGATOR
_,punct,Bonilla
_,punct,INVESTIGATOR
_,punct,INVESTIGATOR
_,punct,INVESTIGATOR
.,punct,INVESTIGATOR
DataKind,nmod,DTA
"
",dep,DataKind
Typed,amod,Name
Name,compound,Affiliation
Institution,compound,Affiliation
Affiliation,compound,DTA
"

",dep,Affiliation
DTA,ROOT,DTA
&,cc,DTA
NDA,compound,OGC
OGC,conj,DTA
July,npadvmod,DTA
2016,nummod,July
"


",dep,DTA
#,ROOT,#
#,punct,#
DataKindAgreements__page_10,punct,#
"
",dep,"
"
LEFT,compound,BLANK
BLANK,ROOT,BLANK
"


",dep,"


"
#,ROOT,#
#,punct,#
DataKindAgreements__page_11,appos,#
"
",dep,AGREEMENT
MUTUAL,amod,AGREEMENT
NON,amod,AGREEMENT
-,amod,AGREEMENT
DISCLOSURE,compound,AGREEMENT
AGREEMENT,ROOT,AGREEMENT
"

",dep,"

"
This,det,Agreement
Non,compound,Agreement
-,compound,Agreement
Disclosure,compound,Agreement
Agreement,nsubj,is
is,ROOT,is
effective,acomp,is
as,prep,is
of,prep,as
June__21,pobj,of
_,punct,June__21
",",punct,June__21
2021,npadvmod,June__21
",",punct,is
and,cc,is
is,conj,is
between,prep,is
The,det,University
City,nmod,University
"
",dep,University
University,pobj,between
of,prep,University
New,compound,York
York,pobj,of
(,punct,University
“,punct,CUNY
CUNY,appos,University
”,punct,CUNY
),punct,University
on,prep,is
behalf,pobj,on
of,prep,behalf
John,compound,Jay
Jay,compound,College
College,pobj,of
of,prep,College
Criminal,compound,Justice
Justice,pobj,of
located,acl,College
at,prep,located
"
",dep,Street
524,nummod,Street
W.,nmod,Street
59,nummod,Street
"""",punct,Street
Street,pobj,at
",",punct,Street
New,compound,York
York,npadvmod,Street
",",punct,York
NY,appos,York
10019,nummod,NY
",",punct,Street
and,cc,College
DataKind,nmod,Inc.
",",punct,Inc.
Inc.,conj,College
",",punct,Inc.
a,det,corporation
corporation,appos,Inc.
organized,acl,corporation
under,prep,organized
the,det,laws
"
",dep,laws
laws,pobj,under
of,prep,laws
the,det,State
State,pobj,of
of,prep,State
Delaware,pobj,of
",",punct,Inc.
with,prep,College
a,det,address
mailing,compound,address
address,pobj,with
of,prep,address
419,nummod,Avenue
McDonald,compound,Avenue
Avenue,pobj,of
",",punct,Avenue
Suite,appos,Avenue
180184,nummod,Suite
",",punct,Avenue
"
",dep,Avenue
Brooklyn,appos,Avenue
",",punct,Brooklyn
NY,appos,Brooklyn
11218,nummod,NY
(,punct,Avenue
“,punct,DataKind
DataKind,appos,Avenue
’,punct,DataKind
),punct,Avenue
.,punct,is
"

",dep,"

"
The,det,parties
parties,nsubj,wish
wish,ROOT,wish
to,aux,engage
engage,xcomp,wish
in,prep,engage
discussions,pobj,in
and/or,cc,discussions
activities,conj,discussions
related,acl,discussions
to,prep,related
examining,pcomp,to
with,prep,examining
the,det,"
"
"
",dep,with
objective,pobj,with
of,prep,objective
increasing,pcomp,of
the,det,rates
rates,dobj,increasing
of,prep,rates
community,compound,college
college,compound,graduates
graduates,pobj,of
matriculating,acl,graduates
at,prep,matriculating
",",punct,matriculating
and,cc,matriculating
ultimately,advmod,"
"
"
",dep,matriculating
graduating,dep,matriculating
from,prep,graduating
",",punct,matriculating
John,compound,Jay
Jay,compound,College
College,appos,graduates
",",punct,College
or,cc,College
other,amod,colleges
senior,amod,colleges
colleges,conj,College
across,prep,colleges
the,det,system
CUNY,compound,system
system,pobj,across
(,punct,colleges
the,det,Purpose
"
",dep,Purpose
“,punct,Purpose
Purpose,appos,colleges
’,punct,Purpose
”,punct,Purpose
),punct,colleges
that,nsubj,involve
may,aux,involve
involve,relcl,discussions
the,det,disclosure
disclosure,dobj,involve
of,prep,disclosure
certain,amod,Information
Confidential,compound,Information
Information,pobj,of
(,punct,Information
as,mark,defined
defined,acl,discussions
"
",dep,defined
below,advmod,defined
),punct,discussions
.,punct,wish
For,prep,referred
purposes,pobj,For
of,prep,purposes
this,det,Agreement
Agreement,pobj,of
",",punct,referred
a,det,party
party,nsubjpass,"
"
disclosing,acl,party
Confidential,compound,Information
Information,dobj,disclosing
shall,aux,"
"
be,auxpass,"
"
"
",dep,referred
referred,ROOT,referred
to,prep,referred
as,prep,referred
a,det,Discloser
"""",punct,Discloser
Discloser,pobj,as
"""",punct,Discloser
and,cc,referred
a,det,party
party,nsubjpass,referred
receiving,acl,party
Confidential,compound,Information
Information,dobj,receiving
shall,aux,referred
be,auxpass,referred
referred,conj,referred
to,prep,referred
as,prep,referred
"
",dep,as
a,det,Recipient
"""",punct,Recipient
Recipient,pobj,as
.,punct,referred
"""",punct,referred
As,mark,is
this,nsubj,is
is,advcl,understood
a,det,agreement
reciprocal,amod,agreement
agreement,attr,is
",",punct,understood
it,nsubjpass,understood
is,auxpass,understood
understood,ROOT,understood
that,mark,be
a,det,party
party,nsubj,be
may,aux,be
be,ccomp,understood
both,det,Recipient
a,det,Recipient
"
",dep,Recipient
Recipient,attr,be
and,cc,Recipient
a,det,Discloser
Discloser,conj,Recipient
",",punct,be
since,mark,receive
it,nsubj,receive
may,aux,receive
both,dep,receive
receive,advcl,be
and,cc,receive
disclose,conj,receive
Confidential,compound,Information
Information,dobj,disclose
.,punct,understood
"

",dep,"

"
The,det,parties
parties,nsubj,agree
agree,ROOT,agree
as,mark,follows
follows,advcl,agree
:,punct,follows
"

",dep,Information
1,meta,Information
.,meta,Information
Confidential,compound,Information
Information,dobj,agree
.,punct,Information
Subject,advcl,mean
to,prep,Subject
Paragraph,pobj,to
2,nummod,Paragraph
below,advmod,Paragraph
",",punct,mean
“,punct,mean
Confidential,compound,Information
Information,nsubj,mean
”,punct,mean
shall,aux,mean
"
",dep,mean
mean,ROOT,mean
all,det,information
information,dobj,mean
and,cc,information
materials,conj,information
obtained,acl,information
from,prep,obtained
or,cc,obtained
disclosed,conj,obtained
to,prep,disclosed
one,nummod,party
party,pobj,to
by,agent,disclosed
the,det,party
other,amod,party
party,pobj,by
in,prep,disclosed
"
",dep,in
connection,pobj,in
with,prep,connection
the,det,Purpose
Purpose,pobj,with
in,prep,disclosed
any,det,form
form,pobj,in
or,cc,form
medium,conj,form
",",punct,information
and,cc,information
all,det,copies
copies,conj,information
thereof,advmod,copies
",",punct,information
except,prep,information
for,prep,except
any,det,information
such,amod,information
"
",dep,information
information,pobj,for
that,dobj,designates
the,det,Discloser
Discloser,nsubj,designates
designates,relcl,information
to,prep,designates
the,det,Recipient
Recipient,pobj,to
in,prep,designates
writing,pobj,in
as,mark,excluded
excluded,advcl,designates
from,prep,excluded
"
",dep,from
Confidential,compound,Information
Information,pobj,from
.,punct,mean
Without,prep,include
limitation,pobj,Without
",",punct,include
Confidential,compound,Information
Information,nsubj,include
shall,aux,include
include,ROOT,include
all,det,information
business,nmod,information
",",punct,business
"
",dep,business
marketing,conj,business
",",punct,marketing
technical,conj,marketing
",",punct,technical
scientific,conj,technical
",",punct,scientific
financial,conj,scientific
or,cc,financial
other,conj,financial
information,dobj,include
",",punct,information
data,appos,information
",",punct,data
concepts,conj,data
",",punct,concepts
ideas,conj,concepts
",",punct,ideas
proposals,conj,ideas
",",punct,proposals
"
",dep,specimens
specimens,conj,proposals
",",punct,specimens
know,compound,how
-,punct,how
how,conj,specimens
",",punct,how
source,compound,code
code,conj,how
",",punct,code
object,compound,code
code,conj,code
",",punct,code
data,compound,bases
bases,conj,code
",",punct,bases
files,conj,bases
",",punct,files
methods,conj,files
of,prep,methods
operation,pobj,of
",",punct,methods
"
",dep,methods
research,conj,methods
",",punct,research
inventions,conj,research
",",punct,inventions
customers,conj,inventions
",",punct,customers
specifications,conj,customers
",",punct,specifications
designs,conj,specifications
",",punct,designs
plans,conj,designs
",",punct,plans
drawings,conj,plans
",",punct,drawings
software,conj,drawings
",",punct,software
prototypes,conj,software
",",punct,prototypes
"
",dep,prototypes
and,cc,prototypes
process,compound,techniques
techniques,conj,prototypes
",",punct,information
of,prep,information
a,det,party
party,pobj,of
",",punct,information
whether,mark,furnished
furnished,advcl,information
directly,advmod,furnished
or,cc,directly
indirectly,conj,directly
by,agent,furnished
the,det,Discloser
Discloser,pobj,by
to,prep,Discloser
"
",dep,to
the,det,Recipient
Recipient,pobj,to
",",punct,furnished
and,cc,furnished
whether,mark,disclosed
disclosed,conj,furnished
in,prep,disclosed
anticipation,pobj,in
of,prep,anticipation
this,det,Agreement
Agreement,pobj,of
or,cc,in
after,conj,in
the,det,date
date,pobj,after
of,prep,date
this,det,Agreement
"
",dep,Agreement
Agreement,pobj,of
.,punct,include
“,punct,mean
Confidential,amod,Information
Information,nsubj,mean
”,punct,mean
shall,aux,mean
also,advmod,mean
mean,ROOT,mean
all,det,analyses
analyses,dobj,mean
",",punct,analyses
compilations,conj,analyses
",",punct,compilations
studies,conj,compilations
or,cc,studies
"
",dep,documents
other,amod,documents
documents,conj,studies
prepared,acl,documents
by,agent,prepared
the,det,Recipient
Recipient,pobj,by
or,cc,Recipient
its,poss,Representative
Representative,conj,Recipient
(,punct,analyses
as,mark,defined
defined,advcl,analyses
in,prep,defined
Paragraph,pobj,in
3,nummod,Paragraph
),punct,analyses
",",punct,analyses
"
",dep,analyses
that,nsubj,contain
contain,relcl,analyses
or,cc,contain
reflect,conj,contain
the,det,Information
Confidential,compound,Information
Information,dobj,reflect
",",punct,analyses
as,advmod,as
well,advmod,as
as,cc,analyses
the,det,existence
existence,conj,analyses
and,cc,existence
substance,conj,existence
of,prep,existence
"
",dep,of
any,amod,negotiations
negotiations,pobj,of
",",punct,negotiations
agreements,conj,negotiations
and/or,cc,agreements
business,compound,relationships
relationships,conj,agreements
between,prep,negotiations
the,det,parties
parties,pobj,between
",",punct,negotiations
including,prep,negotiations
with,prep,including
"
",dep,with
respect,pobj,with
to,prep,respect
the,det,Purpose
Purpose,pobj,to
.,punct,mean
"

",dep,Exceptions
2,meta,Exceptions
.,punct,2
Exceptions,ROOT,Exceptions
.,punct,Exceptions
This,det,Agreement
Agreement,nsubj,imposes
imposes,ROOT,imposes
no,det,obligation
obligation,dobj,imposes
on,prep,imposes
the,det,Recipient
Recipient,pobj,on
with,prep,imposes
respect,pobj,with
to,prep,respect
any,det,item
"
",dep,item
item,pobj,to
of,prep,item
Confidential,compound,Information
Information,pobj,of
to,prep,imposes
the,det,extent
extent,pobj,to
that,mark,establish
the,det,Recipient
Recipient,nsubj,establish
can,aux,establish
establish,acl,extent
by,prep,establish
legally,advmod,sufficient
sufficient,amod,evidence
"
",dep,evidence
evidence,pobj,by
that,mark,is
such,amod,item
item,nsubj,is
of,prep,item
Confidential,compound,Information
Information,pobj,of
:,punct,is
(,punct,a
a,meta,is
),punct,a
is,acl,evidence
or,cc,is
becomes,conj,is
part,attr,becomes
of,prep,part
the,det,domain
public,amod,domain
domain,pobj,of
"
",dep,becomes
other,advmod,becomes
than,prep,other
through,prep,than
a,det,breach
breach,pobj,through
of,prep,breach
this,det,Agreement
Agreement,pobj,of
;,punct,is
(,punct,b
b,meta,is
),punct,b
is,conj,is
or,cc,is
was,auxpass,obtained
lawfully,advmod,obtained
obtained,conj,is
by,agent,obtained
the,det,Recipient
Recipient,pobj,by
"
",dep,obtained
from,prep,obtained
a,det,party
third,amod,party
party,pobj,from
under,prep,obtained
no,det,obligation
obligation,pobj,under
of,prep,obligation
confidentiality,pobj,of
to,prep,obligation
the,det,Discloser
Discloser,pobj,to
;,punct,obtained
(,punct,c
c,meta,Known
),punct,c
is,auxpass,Known
Known,conj,obtained
to,prep,Known
the,det,Recipient
"
",dep,Recipient
Recipient,pobj,to
prior,advmod,Known
to,prep,prior
disclosure,pobj,to
by,prep,disclosure
the,det,Discloser
Discloser,pobj,by
;,punct,Known
(,punct,d
d,meta,developed
),punct,d
is,auxpass,developed
independently,advmod,developed
developed,conj,Known
or,cc,developed
discovered,conj,developed
by,agent,discovered
"
",dep,by
the,det,Recipient
Recipient,pobj,by
without,prep,discovered
reliance,pobj,without
on,prep,reliance
the,det,Discloser
Discloser,poss,Information
's,case,Discloser
Confidential,compound,Information
Information,pobj,on
;,punct,developed
or,cc,developed
(,punct,e
e,meta,required
),punct,e
is,auxpass,required
required,conj,developed
to,aux,disclosed
be,auxpass,disclosed
"
",dep,disclosed
disclosed,xcomp,required
to,aux,comply
comply,advcl,required
with,prep,comply
applicable,amod,law
law,pobj,with
or,cc,law
legal,amod,process
process,conj,law
",",punct,required
provided,prep,required
that,mark,gives
the,det,Recipient
Recipient,nsubj,gives
gives,pcomp,provided
the,det,Discloser
"
",dep,Discloser
Discloser,dative,gives
prior,amod,notice
written,amod,notice
notice,dobj,gives
of,prep,notice
such,amod,disclosure
required,amod,disclosure
disclosure,pobj,of
(,punct,notice
to,prep,notice
the,det,extent
extent,pobj,to
legally,advmod,permitted
permitted,acl,extent
),punct,notice
and,cc,gives
"
",dep,assistance
reasonable,amod,assistance
assistance,conj,gives
if,mark,wishes
the,det,Discloser
Discloser,nsubj,wishes
wishes,advcl,assistance
to,aux,contest
contest,xcomp,wishes
the,det,disclosure
disclosure,dobj,contest
.,punct,imposes
"

",dep,Obligation
3,meta,Obligation
.,punct,3
Obligation,ROOT,Obligation
of,prep,Obligation
Confidentiality,pobj,of
.,punct,Obligation
The,det,Recipient
Recipient,nsubj,maintain
shall,aux,maintain
maintain,ROOT,maintain
all,det,Information
Confidential,compound,Information
Information,dobj,maintain
"
",dep,Information
disclosed,acl,Information
to,prep,disclosed
it,pobj,to
by,agent,disclosed
the,det,Discloser
Discloser,pobj,by
in,prep,maintain
strict,amod,confidence
confidence,pobj,in
.,punct,maintain
The,det,Recipient
Recipient,nsubj,treat
shall,aux,treat
treat,ROOT,treat
such,amod,Information
Confidential,amod,Information
"
",dep,Information
Information,dobj,treat
with,prep,treat
at,advmod,least
least,advmod,degree
the,det,degree
same,amod,degree
degree,pobj,with
of,prep,degree
care,pobj,of
that,advmod,treat
it,nsubj,treat
would,aux,treat
treat,relcl,degree
its,poss,information
own,amod,information
confidential,amod,"
"
"
",dep,information
information,dobj,treat
",",punct,with
and,cc,with
with,conj,with
no,det,care
less,amod,reasonable
than,advmod,less
reasonable,amod,care
care,pobj,with
.,punct,treat
The,det,Recipient
Recipient,nsubj,limit
shall,aux,limit
limit,ROOT,limit
access,dobj,limit
to,prep,access
such,amod,Information
"
",dep,Information
Confidential,compound,Information
Information,pobj,to
to,prep,limit
those,pobj,to
of,prep,those
the,det,Recipient
Recipient,poss,directors
’s,case,Recipient
directors,pobj,of
",",punct,directors
officers,appos,directors
",",punct,directors
employees,appos,directors
",",punct,directors
agents,appos,directors
",",punct,directors
"

",dep,limit
Mutual,amod,OGC
NDA,compound,OGC
CUNY,compound,OGC
OGC,dobj,limit
November,npadvmod,OGC
2018,nummod,November
1,nummod,November
0f,nmod,November
4,nummod,0f
"


",dep,"


"
#,ROOT,#
#,ROOT,#
DataKindAgreements__page_12,ROOT,DataKindAgreements__page_12
"
",dep,representatives
representatives,ROOT,representatives
",",punct,representatives
and,cc,representatives
advisors,conj,representatives
having,acl,advisors
a,det,need
need,dobj,having
to,aux,know
know,acl,need
such,amod,Information
Confidential,compound,Information
Information,dobj,know
in,mark,carry
order,dep,carry
to,aux,carry
"
",dep,carry
carry,advcl,know
out,prt,carry
the,det,Purpose
Purpose,dobj,carry
(,punct,having
“,punct,Representatives
Representatives,dobj,having
”,punct,Representatives
),punct,Representatives
",",punct,representatives
provided,prep,representatives
that,mark,informed
each,det,Representative
such,amod,Representative
Representative,nsubjpass,informed
is,auxpass,informed
informed,pcomp,provided
"
",dep,informed
of,prep,informed
the,det,provisions
provisions,pobj,of
of,prep,provisions
this,det,Agreement
Agreement,pobj,of
prior,advmod,informed
to,prep,prior
receiving,pcomp,to
any,det,Information
Confidential,compound,Information
Information,dobj,receiving
and,cc,informed
agrees,conj,informed
to,aux,bound
"
",dep,bound
be,auxpass,bound
bound,xcomp,agrees
by,agent,bound
them,pobj,by
.,punct,informed
The,det,Recipient
Recipient,nsubj,be
shall,aux,be
be,ROOT,be
responsible,acomp,be
for,prep,responsible
any,det,breach
breach,pobj,for
of,prep,breach
this,det,Agreement
Agreement,pobj,of
by,prep,breach
its,poss,Representatives
"
",dep,Representatives
Representatives,pobj,by
.,punct,be
Except,prep,disclose
as,mark,permitted
permitted,pcomp,Except
by,agent,permitted
this,det,Paragraph
Paragraph,pobj,by
3,nummod,Paragraph
",",punct,disclose
the,det,Recipient
Recipient,nsubj,disclose
shall,aux,disclose
not,neg,disclose
directly,advmod,disclose
or,cc,directly
"
",dep,indirectly
indirectly,conj,directly
disclose,ROOT,disclose
",",punct,disclose
distribute,conj,disclose
",",punct,distribute
or,cc,distribute
otherwise,advmod,allow
allow,conj,distribute
any,det,party
third,amod,party
party,nsubj,have
to,aux,have
have,ccomp,allow
access,dobj,have
to,prep,access
any,det,Information
"
",dep,Information
Confidential,compound,Information
Information,pobj,to
of,prep,Information
the,det,Discloser
Discloser,pobj,of
without,prep,have
such,amod,party
third,amod,party
party,nsubj,executing
executing,pcomp,without
a,det,agreement
confidentiality,nmod,agreement
and,cc,confidentiality
"
",dep,confidentiality
non,conj,confidentiality
-,conj,confidentiality
disclosure,conj,confidentiality
agreement,dobj,executing
with,prep,executing
the,det,Discloser
Discloser,pobj,with
under,prep,executing
the,det,terms
same,amod,terms
terms,pobj,under
",",punct,terms
or,cc,terms
terms,conj,terms
at,advmod,least
least,advmod,restrictive
as,advmod,restrictive
"
",dep,restrictive
restrictive,amod,terms
",",punct,terms
as,mark,set
set,advcl,terms
forth,prt,set
in,prep,set
this,det,Agreement
Agreement,pobj,in
.,punct,disclose
"

",dep,Ownership
4,meta,Ownership
.,punct,4
Ownership,ROOT,Ownership
and,cc,Ownership
Use,conj,Ownership
.,punct,Ownership
Confidential,compound,Information
Information,nsubj,be
and,cc,Information
all,det,rights
proprietary,amod,rights
rights,conj,Information
in,prep,rights
or,cc,in
arising,conj,in
from,prep,arising
"
",dep,Information
Confidential,compound,Information
Information,pobj,from
(,punct,rights
including,prep,rights
without,prep,trademark
limitation,pobj,without
trademark,pobj,including
",",punct,trademark
trade,compound,secret
secret,conj,trademark
",",punct,secret
patent,conj,secret
",",punct,patent
copyright,conj,patent
",",punct,copyright
"
",dep,protection
mask,compound,protection
work,compound,protection
protection,conj,copyright
and,cc,protection
all,det,rights
other,amod,rights
intellectual,amod,property
property,nmod,rights
and,cc,property
personal,amod,property
property,conj,property
rights,conj,protection
),punct,rights
