"

",dep,"

"
a.,punct,"

"
This,det,Agreement
Agreement,nsubj,contains
contains,ROOT,contains
the,det,agreement
entire,amod,agreement
agreement,dobj,contains
between,prep,agreement
the,det,Parties
Parties,pobj,between
and,cc,contains
supersedes,conj,contains
and,cc,supersedes
cancels,conj,supersedes
"
",dep,cancels
any,dobj,cancels
and,cc,any
all,det,expectations
prior,amod,expectations
expectations,conj,any
",",punct,expectations
understandings,conj,expectations
",",punct,understandings
communications,conj,understandings
",",punct,communications
representations,conj,communications
",",punct,representations
and,cc,representations
"
",dep,agreements
agreements,conj,representations
",",punct,expectations
whether,mark,written
written,advcl,cancels
or,cc,written
oral,conj,written
.,punct,contains
"

",dep,"

"
b.,punct,"

"
If,mark,determined
any,det,provision
provision,nsubjpass,determined
of,prep,provision
this,det,Agreement
Agreement,pobj,of
is,auxpass,determined
determined,advcl,deemed
to,aux,be
be,xcomp,determined
void,acomp,be
or,cc,void
unenforceable,conj,void
",",punct,be
in,prep,be
whole,amod,in
or,cc,in
in,conj,in
part,pobj,in
",",punct,deemed
"
",dep,deemed
it,nsubjpass,deemed
shall,aux,deemed
not,neg,deemed
be,auxpass,deemed
deemed,ROOT,deemed
to,aux,affect
affect,xcomp,deemed
or,cc,affect
impair,conj,affect
the,det,enforceability
enforceability,dobj,impair
or,cc,enforceability
validity,conj,enforceability
of,prep,enforceability
any,det,provision
other,amod,provision
provision,pobj,of
of,prep,provision
"
",dep,of
this,det,Agreement
Agreement,pobj,of
",",punct,deemed
and,cc,deemed
any,det,covenant
such,amod,covenant
covenant,nsubjpass,severed
or,cc,covenant
agreement,conj,covenant
may,aux,severed
be,auxpass,severed
severed,conj,deemed
from,prep,severed
this,det,Agreement
Agreement,pobj,from
"
",dep,severed
without,prep,severed
affecting,pcomp,without
the,det,remainder
remainder,dobj,affecting
of,prep,remainder
this,det,Agreement
Agreement,pobj,of
.,punct,severed
"

",dep,"

"
c.,punct,"

"
The,det,provisions
provisions,nsubjpass,governed
of,prep,provisions
this,det,Agreement
Agreement,pobj,of
shall,aux,governed
be,auxpass,governed
governed,ROOT,governed
by,agent,governed
and,cc,governed
interpreted,conj,governed
in,prep,interpreted
accordance,pobj,in
with,prep,accordance
the,det,laws
"
",dep,laws
laws,pobj,with
of,prep,laws
the,det,State
State,pobj,of
of,prep,State
New,compound,Jersey
Jersey,pobj,of
.,punct,governed
"

",dep,"

"
d.,punct,"

"
This,det,Agreement
Agreement,nsubjpass,executed
may,aux,executed
be,auxpass,executed
executed,ROOT,executed
in,prep,executed
counterparts,pobj,in
and,cc,counterparts
such,amod,counterparts
counterparts,conj,counterparts
together,advmod,constitute
shall,aux,constitute
constitute,advcl,executed
"
",dep,one
one,nummod,instrument
and,cc,one
the,det,same
same,conj,one
instrument,dobj,constitute
and,cc,executed
notwithstanding,prep,deemed
the,det,date
date,pobj,notwithstanding
of,prep,date
execution,pobj,of
shall,aux,deemed
be,auxpass,deemed
deemed,conj,executed
"
",dep,executed
executed,xcomp,deemed
on,prep,executed
the,det,date
date,pobj,on
set,acl,date
out,prt,set
on,prep,set
the,det,page
first,amod,page
page,pobj,on
of,prep,page
this,det,Agreement
Agreement,pobj,of
.,punct,deemed
"

",dep,"

"
[,punct,follows
Signature,compound,page
page,nsubj,follows
follows,ROOT,follows
],dep,follows
"

",dep,follows
uo,dep,follows
"

",dep,follows
CONFIDENTIAL,dep,follows
"

",dep,follows
all,dep,follows
"


",dep,follows
#,punct,follows
#,punct,follows
R008763_page_4,dep,follows
"
",dep,follows
SELECT,dep,follows
C]|,dep,follows
"

",dep,follows
IN,prep,follows
WITNESS,pobj,IN
WHEREOF,dep,follows
the,det,Parties
Parties,nsubj,executed
have,aux,executed
hereto,advmod,executed
duly,advmod,executed
executed,dep,follows
and,cc,executed
delivered,conj,executed
this,det,Agreement
Agreement,dobj,delivered
.,punct,follows
"

",dep,Rutgers
Rutgers,ROOT,Rutgers
",",punct,Rutgers
The,det,University
state,compound,University
University,appos,Rutgers
of,prep,University
New,compound,Jersey
Jersey,pobj,of
Talent,compound,Sel
Sel,appos,Rutgers
"
",dep,Rutgers
By,prep,Rutgers
:,punct,By
By,prep,Rutgers
:,punct,By
"
",dep,"
"
Name,ROOT,Name
:,punct,Name
Name,appos,Name
:,punct,Name
"
",dep,Name
Title,appos,Name
.,punct,Title
Associate,compound,Director
Director,ROOT,Director
Univ,compound,Svs
Proc,compound,Svs
Svs,appos,Director
Title,dep,Director
:,punct,Title
"
",dep,"
"
Date,dep,Date
.,punct,Date
7/28/2023,nummod,Date
|,punct,7/28/2023
3:20:22,nummod,EDT
PM,compound,EDT
EDT,appos,7/28/2023
Date,ROOT,Date
:,punct,Date
"

",dep,Date
CONFIDENTIAL,ROOT,CONFIDENTIAL
"

",dep,"

"
Heather,compound,Thomas
Thomas,compound,"

"
"

",dep,"

"
Chief,compound,Officer
Operations,compound,Officer
Officer,appos,"

"
"
",dep,"
"
7/31/2023,npadvmod,"
"
|,punct,7/31/2023
1:53:51,nummod,EDT
PM,compound,EDT
EDT,appos,7/31/2023
"


",dep,"


"
#,punct,"


"
#,punct,#
R008763_page_5,ROOT,R008763_page_5
"
",dep,"
"
University,ROOT,University
"
",dep,"
"
Address,ROOT,Address
"

",dep,"

"
Academic,compound,Program(s
Program(s,ROOT,Program(s
),punct,Program(s
"

",dep,Program(s
SELECT,ROOT,SELECT
C]|,ROOT,C]|
"

",dep,Rutgers
EXHIBIT,nmod,Rutgers
A,nmod,Rutgers
"

",dep,Rutgers
Rutgers,ROOT,Rutgers
",",punct,Rutgers
The,det,University
State,compound,University
University,appos,Rutgers
of,prep,University
New,compound,Jersey
Jersey,pobj,of
"
",dep,Rutgers
65,nummod,Street
Bergen,compound,Street
Street,appos,"
"
",",punct,Street
Ste,appos,Street
120,nummod,Ste
",",punct,Street
Newark,npadvmod,Street
",",punct,Newark
NJ,appos,Newark
07107,nummod,Street
-,punct,Street
1709,appos,Street
"
",dep,Rutgers
Physical,compound,Therapy
Therapy,nmod,"

"
(,punct,Therapy
PT,appos,Therapy
),punct,Therapy
"

",dep,Administrator
University,compound,Administrator
Program,compound,Administrator
Administrator,appos,"
"
"

",dep,Rutgers
Name,appos,Rutgers
"
",dep,Rutgers
Title,appos,Rutgers
"
",dep,Rutgers
Telephone,compound,"

"
"

",dep,Rutgers
Email,compound,Address
Address,ROOT,Address
"

",dep,Address
Nancy,compound,Kirsch
Kirsch,appos,Address
"
",dep,Address
Vice,compound,Chair
Chair,appos,Address
Rehabilitation,appos,Chair
and,cc,Rehabilitation
Movement,compound,Sciences
Sciences,conj,Rehabilitation
"
",dep,"
"
973.972.2371,nummod,"
"
"

",dep,kirschna@shp.rutgers.edu
kirschna@shp.rutgers.edu,nmod,973.972.2371
"

",dep,"

"
Student,nmod,"

"
Select,amod,Student
—,punct,Select
Fee,compound,Schedule
Schedule,appos,Select
"

",dep,Creation
Talent,nmod,Creation
Select,compound,Al
Al,compound,Creation
Model,compound,Creation
Creation,ROOT,Creation
"
",dep,Creation
Created,acl,Creation
using,advcl,Created
University,poss,data
’s,case,University
historical,amod,data
"
",dep,data
applicant,amod,data
and,cc,applicant
admissions,conj,applicant
data,dobj,using
.,punct,Created
"

",dep,Update
Talent,compound,Update
Select,compound,Al
Al,compound,Model
Model,compound,Update
Update,ROOT,Update
"
",dep,Update
May,aux,apply
apply,ROOT,apply
when,advmod,are
there,expl,are
are,advcl,apply
significant,amod,changes
"
",dep,changes
changes,attr,are
to,prep,changes
applicant,nmod,scoring
questions,nmod,scoring
/,punct,scoring
scoring,pobj,to
"
",dep,apply
during,prep,apply
an,det,cycle
admissions,compound,cycle
cycle,pobj,during
which,nsubj,"
"
"
",dep,cycle
impacts,relcl,cycle
the,det,model
original,amod,model
model,dobj,impacts
.,punct,apply
"

",dep,Cost
Annual,amod,Cost
Cost,compound,"

"
"

",dep,fee
Flat,amod,fee
fee,ROOT,fee
",",punct,fee
regardless,advmod,fee
of,prep,regardless
the,det,number
number,pobj,of
of,prep,number
"
",dep,of
applications,pobj,of
submitted,acl,applications
during,prep,submitted
the,det,year
year,pobj,during
"
",dep,fee
for,prep,fee
the,det,program(s
academic,amod,program(s
program(s,pobj,for
),punct,program(s
identified,acl,program(s
"
",dep,fee
on,prep,fee
Exhibit,compound,A.
A.,pobj,on
"

",dep,"

"
Term,compound,"

"
"

",dep,"

"
Invoicing,compound,Information
Information,appos,"

"
"

",dep,"

"
Email,ROOT,Email
for,prep,Email
Invoicing,pobj,for
"

",dep,Email
Accounts,ROOT,Accounts
Payable,ROOT,Payable
Contact,compound,Name
Name,ROOT,Name
"
",dep,Name
Accounts,dep,"

"
Payable,amod,Phone
Direct,amod,Phone
Phone,appos,Accounts
"
",dep,Accounts
Invoice,compound,Frequency
Frequency,appos,Accounts
"

",dep,Method
Payment,compound,Method
Method,ROOT,Method
Preferred,acl,Method
"

",dep,Method
CONFIDENTIAL,amod,"

"
"

",dep,Method
Waived,acl,Method
for,prep,Waived
Academic,compound,Program
Program,pobj,for
above,prep,Method
"

",dep,Method
Waived,dep,Method
for,prep,Waived
Academic,compound,Program
Program,pobj,for
above,prep,Waived
"

",dep,Method
$,nmod,"1,750"
"1,750",appos,Method
invoiced,acl,"1,750"
annually,advmod,invoiced
"

",dep,Method
Two,nummod,years
(,punct,years
2,nummod,years
),punct,years
years,appos,"

"
"

",dep,accountspayable
accountspayable,amod,years
@finance.rutgers.edu,npadvmod,accountspayable
"
",dep,Method
Gary,compound,Kucsan
Kucsan,appos,Method
"
",dep,Method
848,nummod,0087
-,punct,0087
932,nummod,0087
-,punct,0087
0087,appos,Method
"

",dep,Method
Net,appos,Method
45,nummod,"

"
"

",dep,Net
LJ,compound,L)Check
ACH,compound,L)Check
Transfer,compound,L)Check
L)Check,appos,Net
"


",dep,Method
