token,dep,head
the,det,evaluator
"
",dep,evaluator
evaluator,poss,understanding
’s,case,evaluator
understanding,pobj,on
of,prep,understanding
the,det,"
"
necessary,amod,"
"
candidate,compound,"
"
char-,punct,"
"
"
",dep,of
acteristics,pobj,of
",",punct,constrained
it,nsubjpass,constrained
is,auxpass,constrained
constrained,ROOT,constrained
by,agent,constrained
the,det,challenge
challenge,pobj,by
of,prep,challenge
constructing,pcomp,of
"

",dep,models
Oct.,nmod,models
12,nummod,Oct.
",",punct,Oct.
2023,nummod,Oct.
"

",dep,models
specific,amod,models
models,dobj,constructing
or,cc,models
machine,compound,learning
learning,compound,engines
engines,conj,models
for,prep,models
each,det,type
ditf-,amod,"
"
"
",dep,type
ferent,amod,type
position,compound,type
type,pobj,for
for,prep,models
generalizing,pcomp,for
among,prep,generalizing
positions,pobj,among
and,cc,constrained
"
",dep,loses
thus,advmod,loses
loses,conj,constrained
accuracy,dobj,loses
.,punct,loses
"

",dep,"

"
[,ROOT,[
0008,ROOT,0008
],ROOT,]
Similar,amod,problems
problems,nsubj,occurs
to,prep,problems
those,pobj,to
described,acl,those
above,advmod,described
with,prep,problems
"
",dep,with
respect,pobj,with
to,prep,respect
hiring,pobj,to
also,advmod,occurs
occurs,ROOT,occurs
in,prep,occurs
other,amod,situations
situations,pobj,in
such,amod,as
as,prep,situations
"
",dep,occurs
students,dep,occurs
for,prep,students
undergraduate,nmod,programs
or,cc,undergraduate
graduate,conj,undergraduate
programs,pobj,for
.,punct,occurs
"

",dep,SUMMARY
SUMMARY,ROOT,SUMMARY
OF,prep,SUMMARY
THE,det,INVENTION
INVENTION,pobj,OF
"

",dep,SUMMARY
[,dep,provides
0009,dep,provides
],dep,provides
‘,punct,provides
The,det,invention
present,amod,invention
invention,nsubj,provides
provides,ROOT,provides
a,det,system
candidate,nmod,"
"
evalu-,case,candidate
"
",dep,system
ation,compound,system
system,dobj,provides
that,nsubj,avoids
avoids,relcl,system
the,det,difficulties
difficulties,dobj,avoids
associated,acl,difficulties
with,prep,associated
"
",dep,with
constructing,pcomp,with
multiple,amod,models
machine,compound,learning
learning,compound,models
models,dobj,constructing
for,prep,models
each,det,position
"
",dep,position
different,amod,position
position,pobj,for
or,cc,difficulties
the,det,need
need,conj,difficulties
for,mark,determine
the,det,evaluator
evaluator,nsubj,determine
to,aux,determine
accurately,advmod,determine
"
",dep,determine
determine,advcl,need
how,advmod,"
"
candidate,compound,characteristics
characteristics,nsubj,"
"
and,cc,characteristics
competencies,conj,characteristics
"
",dep,relate
relate,ccomp,determine
to,prep,relate
particular,amod,positions
positions,pobj,to
.,punct,provides
In,prep,evaluate
this,det,regard
regard,pobj,In
",",punct,evaluate
the,det,invention
invention,nmod,"
"
"
",dep,evaluate
may,aux,evaluate
evaluate,ROOT,evaluate
applicants,dobj,evaluate
based,prep,evaluate
on,prep,based
a,det,set
set,amod,traits
standardized,amod,traits
traits,pobj,on
"
",dep,traits
and,cc,traits
competencies,conj,traits
and,cc,evaluate
then,advmod,provide
provide,conj,evaluate
benchmark,compound,traits
traits,dobj,provide
and,cc,traits
"
",dep,traits
competencies,conj,traits
linked,acl,traits
to,prep,linked
specific,amod,positions
positions,pobj,to
relevant,amod,positions
to,prep,relevant
the,det,process
"
",dep,process
interviewing,amod,process
process,pobj,to
.,punct,evaluate
These,det,values
benchmark,compound,values
values,nsubj,inform
inform,ROOT,inform
the,det,"
"
"
",dep,inform
evaluator,dobj,inform
as,prep,inform
to,prep,as
the,det,importance
importance,pobj,to
of,prep,importance
particular,amod,traits
traits,pobj,of
and,cc,traits
com-,dep,"
"
"
",dep,traits
petencies,conj,traits
but,cc,inform
eliminate,conj,inform
the,det,need
need,dobj,eliminate
for,prep,need
a,det,number
large,amod,number
number,pobj,for
of,prep,number
"
",dep,systems
machine,compound,learning
learning,compound,systems
systems,pobj,of
trained,acl,systems
for,prep,trained
each,det,position
position,pobj,for
.,punct,inform
Provid-,csubj,provides
"
",dep,Provid-
ing,dep,Provid-
guidance,dobj,ing
to,prep,Provid-
the,det,evaluator
evaluator,pobj,to
in,prep,Provid-
the,det,form
form,pobj,in
of,prep,form
benchmark,compound,scores
"
",dep,scores
scores,pobj,of
also,advmod,provides
provides,ROOT,provides
transparency,dobj,provides
to,prep,provides
the,det,process
process,pobj,to
that,nsubjpass,obtained
would,aux,obtained
"
",dep,obtained
not,neg,obtained
be,auxpass,obtained
obtained,relcl,process
in,prep,obtained
a,det,model
pure,amod,model
machine,compound,learning
learning,compound,model
model,pobj,in
.,punct,provides
"

",dep,provided
[,dep,provided
0010,dep,provided
],dep,provided
In,prep,provided
some,det,embodiments
embodiments,pobj,In
",",punct,provided
an,det,"
"
interview,compound,training
training,compound,appli-
appli-,compound,"
"
"
",dep,cation
cation,nsubjpass,provided
can,aux,provided
be,auxpass,provided
provided,ROOT,provided
to,dative,provided
candidates,pobj,to
to,aux,practice
practice,advcl,provided
their,poss,skills
inter-,amod,skills
"
",dep,skills
viewing,amod,skills
skills,dobj,practice
.,punct,provided
Data,nsubjpass,used
collected,acl,Data
from,prep,collected
the,det,application
training,compound,application
application,pobj,from
"
",dep,used
can,aux,used
be,auxpass,used
used,ROOT,used
to,aux,inform
inform,xcomp,used
the,det,scores
benchmark,compound,scores
scores,dobj,inform
and,cc,inform
",",punct,inform
with,prep,inform
"
",dep,with
permission,pobj,with
of,prep,permission
the,det,candidate
candidate,pobj,of
",",punct,inform
serve,conj,inform
as,prep,serve
a,det,pool
pool,pobj,as
of,prep,pool
potential,amod,candidates
"
",dep,candidates
candidates,pobj,of
for,prep,candidates
schools,pobj,for
and,cc,schools
employers,conj,schools
.,punct,used
Offering,csubj,improves
training,dobj,Offering
"
",dep,improves
improves,ROOT,improves
the,det,process
evaluation,compound,process
process,dobj,improves
by,prep,improves
promoting,pcomp,by
candidates,dobj,promoting
"
",dep,candidates
who,nsubj,are
are,relcl,candidates
potentially,advmod,candidates
good,amod,candidates
candidates,attr,are
but,cc,candidates
unfamiliar,conj,candidates
with,prep,unfamiliar
"
",dep,practices
interview,compound,practices
practices,pobj,with
.,punct,improves
"

",dep,"

"
[,dep,provides
0011,dep,provides
],dep,provides
More,advmod,specifically
specifically,advmod,provides
",",punct,provides
one,nummod,embodiment
embodiment,nsubj,provides
of,prep,embodiment
the,det,"
"
present,amod,"
"
"
",dep,of
invention,pobj,of
provides,ROOT,provides
an,det,apparatus
apparatus,dobj,provides
for,prep,apparatus
evaluating,pcomp,for
candidates,dobj,evaluating
"
",dep,apparatus
for,prep,apparatus
a,det,position
target,compound,position
position,pobj,for
having,acl,apparatus
an,det,module
evaluation,compound,module
module,dobj,having
with,prep,module
an,det,"
"
"
",dep,with
input,pobj,with
for,prep,input
receiving,pcomp,for
interview,compound,data
data,dobj,receiving
from,prep,receiving
a,det,candidate
given,amod,candidate
candidate,pobj,from
"
",dep,module
and,cc,module
a,det,set
set,conj,module
of,prep,set
analysis,compound,engines
engines,pobj,of
analyzing,acl,engines
the,det,input
input,dobj,analyzing
to,aux,provide
provide,advcl,set
"
",dep,apparatus
output,compound,scores
scores,appos,apparatus
for,prep,scores
a,det,set
set,pobj,for
of,prep,set
competencies,pobj,of
and,cc,competencies
personality,compound,traits
traits,conj,competencies
"
",dep,apparatus
based,acl,apparatus
on,prep,based
the,det,input
input,pobj,on
.,punct,provides
The,det,module
evaluation,compound,module
module,nsubj,provides
also,advmod,provides
provides,ROOT,provides
a,det,database
"
",dep,database
database,dobj,provides
of,prep,database
benchmark,compound,scores
scores,pobj,of
for,prep,scores
competencies,pobj,for
and,cc,competencies
person-,compound,ality
"
",dep,ality
ality,compound,traits
traits,conj,competencies
each,dep,linked
linked,acl,database
to,prep,linked
a,det,different
different,pobj,to
of,prep,different
multiple,amod,target
target,compound,"
"
"
",dep,of
positions,pobj,of
and,cc,database
an,det,input
input,conj,database
for,prep,input
selecting,pcomp,for
",",punct,selecting
by,prep,selecting
an,det,evaluator
evaluator,pobj,by
",",punct,selecting
an,det,position
"
",dep,position
evaluator,compound,position
target,compound,position
position,dobj,selecting
among,prep,selecting
the,det,position
multiple,amod,position
target,compound,position
position,pobj,among
.,punct,provides
"
",dep,produces
An,det,generator
output,compound,report
report,compound,generator
generator,nsubj,produces
produces,ROOT,produces
an,det,report
output,compound,report
report,dobj,produces
for,prep,report
the,det,evaluator
"
",dep,evaluator
evaluator,pobj,for
matching,acl,report
the,det,scores
output,compound,scores
scores,dobj,matching
for,prep,scores
the,det,set
set,pobj,for
of,prep,set
compe-,nmod,"
"
"
",dep,of
tencies,pobj,of
and,cc,tencies
personality,compound,traits
traits,conj,tencies
to,prep,matching
the,det,scores
benchmark,compound,scores
scores,pobj,to
for,prep,scores
"
",dep,competencies
correspond,amod,competencies
competencies,pobj,for
and,cc,competencies
personality,compound,traits
traits,conj,competencies
of,prep,competencies
the,det,position
evalu-,nmod,"
"
"
",dep,ator
ator,compound,position
target,compound,position
position,pobj,of
.,punct,produces
"

",dep,Itis
[,dep,Itis
0012,dep,Itis
],dep,Itis
Itis,ROOT,Itis
thus,advmod,Itis
a,det,feature
feature,attr,Itis
of,prep,feature
at,advmod,least
least,advmod,one
one,nummod,embodiment
embodiment,pobj,of
of,prep,embodiment
the,det,"
"
"
",dep,of
invention,pobj,of
to,aux,relate
better,advmod,relate
relate,xcomp,Itis
general,amod,characteristics
candidate,compound,characteristics
characteristics,dobj,relate
"
",dep,characteristics
and,cc,characteristics
competencies,conj,characteristics
to,prep,relate
particular,amod,positions
positions,pobj,to
such,amod,as
as,prep,positions
jobs,pobj,as
or,cc,jobs
"
",dep,opportunities
academic,amod,opportunities
opportunities,conj,jobs
by,prep,relate
providing,pcomp,by
benchmark,compound,values
values,dobj,providing
"
",dep,relate
indicating,advcl,relate
the,det,significance
significance,dobj,indicating
of,prep,significance
particular,amod,characteristics
characteristics,pobj,of
and,cc,characteristics
"
",dep,characteristics
competencies,conj,characteristics
to,prep,significance
particular,amod,jobs
jobs,pobj,to
.,punct,Itis
The,det,process
benchmarking,compound,process
process,nsubj,provides
"
",dep,provides
provides,ROOT,provides
improved,amod,transparency
transparency,dobj,provides
in,prep,transparency
the,det,process
evaluation,compound,process
process,pobj,in
"
",dep,provides
and,cc,provides
",",punct,provides
in,prep,avoid
some,det,embodiments
embodiments,pobj,in
",",punct,avoid
can,aux,avoid
avoid,conj,provides
the,det,costs
costs,dobj,avoid
and,cc,costs
chal-,compound,"
"
"
",dep,lenges
lenges,conj,costs
of,prep,costs
training,pobj,of
of,prep,training
separate,amod,modules
machine,compound,learning
learning,compound,modules
modules,pobj,of
.,punct,provides
"
",dep,be
[,dep,be
0013,dep,be
],dep,be
‘,punct,be
The,det,position
evaluator,compound,position
target,compound,position
position,nsubj,be
may,aux,be
be,ROOT,be
employment,compound,opportunities
"
",dep,opportunities
opportunities,attr,be
or,cc,opportunities
educational,amod,programs
programs,conj,opportunities
.,punct,be
"

",dep,feature
[,nmod,feature
0014,nmod,feature
],dep,Itis
Itis,nmod,feature
thus,advmod,Itis
a,det,feature
feature,ROOT,feature
of,prep,feature
at,advmod,least
least,advmod,one
one,nummod,embodiment
embodiment,pobj,of
of,prep,embodiment
the,det,"
"
"
",dep,of
invention,pobj,of
to,aux,provide
provide,ROOT,provide
a,det,system
system,dobj,provide
broadly,advmod,applicable
applicable,amod,system
to,prep,applicable
match-,pcomp,to
"
",dep,to
ing,pcomp,to
individuals,dobj,ing
to,prep,ing
opportunities,pobj,to
.,punct,provide
"


",dep,"


"
#,punct,"


"
#,ROOT,#
20230325777_page_8,ROOT,20230325777_page_8
"
",dep,"
"
US,ROOT,US
2023/0325777,ROOT,2023/0325777
Al,dep,"

"
"

",dep,"

"
[,dep,derived
0015,dep,derived
],dep,derived
The,det,scores
benchmark,compound,scores
scores,nsubjpass,derived
may,aux,derived
be,auxpass,derived
empirically,advmod,derived
derived,ROOT,derived
"
",dep,derived
from,prep,derived
output,compound,scores
scores,pobj,from
of,prep,scores
other,amod,candidates
candidates,pobj,of
related,acl,candidates
to,prep,related
a,det,position
target,compound,position
"
",dep,position
position,pobj,to
matching,acl,position
the,det,position
evaluator,compound,position
target,compound,position
position,dobj,matching
.,punct,derived
"

",dep,Itis
[,dep,Itis
0016,dep,Itis
],dep,Itis
Itis,ROOT,Itis
thus,advmod,Itis
a,det,feature
feature,attr,Itis
of,prep,feature
at,advmod,least
least,advmod,one
one,nummod,embodiment
embodiment,pobj,of
of,prep,embodiment
the,det,"
"
"
",dep,of
invention,pobj,of
to,aux,provide
provide,xcomp,Itis
a,det,base
broad,amod,base
statistical,amod,base
base,dobj,provide
giving,acl,base
the,det,evaluator
"
",dep,evaluator
evaluator,dative,giving
an,det,understanding
understanding,dobj,giving
of,prep,understanding
the,det,characteristics
characteristics,pobj,of
of,prep,characteristics
the,det,pool
pool,pobj,of
"
",dep,pool
of,prep,pool
potential,amod,applicants
applicants,pobj,of
.,punct,Itis
"

",dep,"

"
[,dep,in
0017,dep,in
],dep,in
Alternatively,advmod,in
or,cc,in
in,prep,"

"
addition,pobj,in
",",punct,in
benchmark,compound,scores
scores,nsubjpass,derived
may,aux,derived
"
",dep,derived
be,auxpass,derived
empirically,advmod,derived
derived,conj,in
from,prep,derived
output,compound,scores
scores,pobj,from
limited,acl,scores
to,prep,limited
other,amod,candidates
"
",dep,candidates
candidates,pobj,to
to,prep,offered
whom,pobj,to
the,det,position
target,compound,position
position,nsubj,offered
1s,nsubj,offered
offered,relcl,candidates
based,prep,offered
on,prep,based
"
",dep,on
the,det,scores
output,compound,scores
scores,pobj,on
.,punct,derived
"

",dep,"

"
[,ROOT,[
0018,ROOT,0018
],ROOT,]
Itis,ROOT,Itis
thus,advmod,Itis
a,det,feature
feature,attr,Itis
of,prep,feature
at,advmod,least
least,advmod,one
one,nummod,embodiment
embodiment,pobj,of
of,prep,embodiment
the,det,"
"
"
",dep,of
invention,pobj,of
to,aux,provide
provide,xcomp,Itis
benchmark,compound,scores
scores,dobj,provide
related,acl,scores
to,prep,related
likely,amod,"
"
"
",dep,success
success,pobj,to
of,prep,success
the,det,candidates
candidates,pobj,of
.,punct,Itis
"

",dep,include
[,dep,include
0019,dep,include
],dep,include
The,det,data
interview,compound,data
data,nsubj,include
may,aux,include
include,ROOT,include
responses,dobj,include
to,prep,responses
a,det,set
"
",dep,set
predetermined,amod,set
set,pobj,to
of,prep,set
interview,compound,questions
questions,pobj,of
",",punct,include
and,cc,include
the,det,scores
bench-,compound,mark
"
",dep,mark
mark,compound,scores
scores,nsubj,use
for,prep,scores
competencies,pobj,for
and,cc,competencies
personality,compound,traits
traits,conj,competencies
linked,acl,competencies
to,prep,linked
"
",dep,positions
particular,amod,positions
target,compound,positions
positions,pobj,to
use,conj,include
the,det,set
same,amod,set
predetermined,amod,set
set,dobj,use
of,prep,set
"
",dep,questions
interview,compound,questions
questions,pobj,of
and,cc,set
the,det,set
same,amod,set
set,conj,set
of,prep,set
analysis,compound,engines
engines,pobj,of
.,punct,use
"
",dep,Itis
[,dep,Itis
0020,dep,Itis
],dep,Itis
Itis,ROOT,Itis
thus,advmod,Itis
a,det,feature
feature,attr,Itis
of,prep,feature
at,advmod,least
least,advmod,one
one,nummod,embodiment
embodiment,pobj,of
of,prep,embodiment
the,det,"
"
"
",dep,of
invention,pobj,of
to,aux,provide
provide,xcomp,Itis
for,prep,provide
standardized,amod,questions
questions,pobj,for
and,cc,questions
analysis,conj,questions
"
",dep,provide
allowing,advcl,Itis
accurate,amod,comparison
comparison,dobj,allowing
of,prep,comparison
interview,compound,data
data,pobj,of
and,cc,data
bench-,compound,mark
"
",dep,mark
mark,compound,data
data,conj,data
over,prep,comparison
a,det,range
wide,amod,range
range,pobj,over
of,prep,range
occupations,pobj,of
and,cc,occupations
educational,amod,opportunities
"
",dep,opportunities
opportunities,conj,occupations
.,punct,Itis
"

",dep,display
[,dep,display
0021,dep,display
],dep,display
The,det,report
output,compound,report
report,nsubj,display
may,aux,display
display,ROOT,display
a,det,rep-
quantitative,amod,rep-
rep-,dobj,display
"
",dep,display
resentation,dobj,display
of,prep,resentation
the,det,scores
output,compound,scores
scores,pobj,of
grouped,acl,resentation
with,prep,grouped
a,det,"
"
quantitative,amod,"
"
"
",dep,with
representation,pobj,with
of,prep,representation
the,det,scores
benchmark,compound,scores
scores,pobj,of
.,punct,display
"

",dep,Itis
[,dep,Itis
0022,dep,Itis
],dep,Itis
Itis,ROOT,Itis
thus,advmod,Itis
a,det,feature
feature,attr,Itis
of,prep,feature
at,advmod,least
least,advmod,one
one,nummod,embodiment
embodiment,pobj,of
of,prep,embodiment
the,det,"
"
"
",dep,of
invention,pobj,of
to,aux,provide
provide,xcomp,Itis
transparent,amod,guidance
guidance,dobj,provide
to,prep,provide
the,det,evaluator
evaluator,pobj,to
"
",dep,evaluator
who,nsubj,see
may,aux,see
see,relcl,evaluator
both,preconj,scores
the,det,scores
output,compound,scores
scores,dobj,see
and,cc,scores
the,det,scores
benchmark,compound,scores
"
",dep,scores
scores,conj,scores
as,mark,opposed
opposed,advcl,see
to,prep,opposed
or,cc,opposed
in,conj,opposed
addition,pobj,in
to,prep,addition
normalizing,pcomp,to
the,det,"
"
output,compound,"
"
"
",dep,normalizing
scores,dobj,normalizing
.,punct,Itis
"

",dep,provide
[,dep,provide
0023,dep,provide
],dep,provide
The,det,input
input,nsubj,provide
for,prep,input
selecting,pcomp,for
the,det,position
evaluator,compound,position
target,compound,position
position,dobj,selecting
"
",dep,provide
may,aux,provide
provide,ROOT,provide
target,compound,position
position,compound,categories
categories,dobj,provide
and,cc,categories
target,compound,position
position,compound,subcategories
"
",dep,subcategories
subcategories,conj,categories
arranged,acl,categories
within,prep,arranged
the,det,categories
target,compound,position
position,compound,categories
categories,pobj,within
.,punct,provide
"
",dep,feature
[,nmod,feature
0024,nmod,feature
],dep,Itis
Itis,nmod,feature
thus,advmod,Itis
a,det,feature
feature,ROOT,feature
of,prep,feature
at,advmod,least
least,advmod,one
one,nummod,embodiment
embodiment,pobj,of
of,prep,embodiment
the,det,"
"
"
",dep,of
invention,pobj,of
to,aux,provide
provide,ROOT,provide
extremely,advmod,grained
fine,amod,grained
-,punct,grained
grained,amod,distinctions
occupational,amod,distinctions
or,cc,occupational
"
",dep,occupational
educational,conj,occupational
opportunity,compound,distinctions
distinctions,dobj,provide
.,ROOT,.
"

",dep,include
[,dep,include
0025,dep,include
],dep,include
In,prep,include
some,det,embodiments
embodiments,pobj,In
",",punct,include
the,det,invention
invention,nsubj,include
may,aux,include
also,advmod,"
"
"
",dep,include
include,ROOT,include
a,det,module
training,compound,module
module,dobj,include
having,acl,module
an,det,input
input,dobj,having
for,prep,input
selecting,pcomp,for
",",punct,selecting
by,prep,selecting
"
",dep,selecting
a,det,candidate
practicing,amod,candidate
candidate,dobj,selecting
",",punct,selecting
a,det,position
practice,compound,position
target,compound,position
position,dobj,selecting
among,prep,selecting
a,det,plurality
"
",dep,plurality
plurality,pobj,among
of,prep,plurality
target,compound,positions
positions,pobj,of
.,punct,include
An,det,engine
examination,compound,engine
engine,nsubj,presents
presents,ROOT,presents
"
",dep,presents
a,det,set
set,dobj,presents
of,prep,set
practice,compound,interview
interview,compound,questions
questions,pobj,of
to,prep,presents
the,det,"
"
practicing,amod,"
"
can-,dep,"
"
"
",dep,to
didate,pobj,to
and,cc,presents
applies,conj,presents
answers,dobj,applies
to,prep,applies
the,det,interview
practice,compound,interview
interview,nmod,tions
ques-,nmod,interview
"
",dep,interview
tions,pobj,to
from,prep,tions
the,det,candidate
practicing,amod,candidate
candidate,pobj,from
to,prep,applies
a,det,set
set,pobj,to
of,prep,set
analysis,compound,"
"
"
",dep,engines
engines,pobj,of
to,aux,provide
provide,advcl,applies
test,compound,output
output,compound,scores
scores,dobj,provide
for,prep,scores
a,det,set
set,pobj,for
of,prep,set
competen-,compound,"
"
"
",dep,of
cies,pobj,of
and,cc,cies
personality,compound,traits
traits,conj,cies
based,acl,set
on,prep,based
the,det,answers
answers,pobj,on
.,punct,presents
An,det,generator
output,compound,report
"
",dep,report
report,compound,generator
generator,nsubj,provides
provides,ROOT,provides
an,det,report
output,compound,report
report,dobj,provides
to,prep,provides
the,det,candidate
practicing,amod,candidate
"
",dep,candidate
candidate,pobj,to
displaying,acl,report
the,det,scores
test,compound,output
output,compound,scores
scores,dobj,displaying
and,cc,scores
guidance,conj,scores
"
",dep,scores
information,appos,scores
for,prep,information
evaluating,pcomp,for
the,det,scores
test,compound,output
output,compound,scores
scores,dobj,evaluating
and,cc,provides
pro-,conj,provides
"
",dep,provides
vides,dep,provides
an,det,input
input,dobj,vides
for,prep,input
receiving,pcomp,for
contact,compound,information
information,dobj,receiving
for,prep,receiving
the,det,candidate
"
",dep,candidate
practicing,amod,candidate
candidate,nsubj,providing
providing,pcomp,for
permission,dobj,providing
by,prep,permission
the,det,candidate
practicing,amod,candidate
"
",dep,candidate
candidate,pobj,by
for,mark,contact
an,det,evaluator
evaluator,nsubj,contact
to,aux,contact
contact,advcl,permission
that,nmod,"
"
practicing,amod,that
candi-,nmod,that
"
",dep,contact
date,dep,contact
with,prep,contact
respect,pobj,with
to,prep,respect
job,compound,opportunities
opportunities,pobj,to
and,cc,contact
to,aux,receive
receive,conj,contact
the,det,scores
test,compound,output
"
",dep,output
output,compound,scores
scores,dobj,receive
.,punct,provides
"

",dep,feature
[,nmod,feature
0026,nmod,feature
],dep,Itis
Itis,nmod,feature
thus,advmod,Itis
a,det,feature
feature,ROOT,feature
of,prep,feature
at,advmod,least
least,advmod,one
one,nummod,embodiment
embodiment,pobj,of
of,prep,embodiment
the,det,"
"
"
",dep,of
invention,pobj,of
to,aux,improve
improve,acl,feature
the,det,process
evaluation,compound,process
process,dobj,improve
by,prep,improve
providing,pcomp,by
"
",dep,providing
training,compound,opportunities
opportunities,dobj,providing
to,dative,providing
candidates,pobj,to
who,nsubj,have
may,aux,have
have,relcl,candidates
desirable,amod,traits
"
",dep,traits
traits,dobj,have
and,cc,traits
characteristics,conj,traits
but,cc,have
are,conj,have
inexperienced,acomp,are
with,prep,inexperienced
inter-,pobj,with
"
",dep,with
views,pobj,with
.,ROOT,.
Itis,ROOT,Itis
another,det,feature
feature,attr,Itis
of,prep,feature
at,advmod,least
least,advmod,one
one,nummod,embodiment
embodiment,pobj,of
of,prep,embodiment
the,det,"
"
"
",dep,of
invention,pobj,of
to,aux,increase
greatly,advmod,increase
increase,acl,embodiment
the,det,base
base,dobj,increase
of,prep,base
data,pobj,of
for,prep,base
assessing,pcomp,for
"
",dep,assessing
candidates,dobj,assessing
through,prep,assessing
the,det,use
use,pobj,through
of,prep,use
a,det,application
training,compound,application
application,pobj,of
.,punct,Itis
"
",dep,based
[,nmod,information
0027,nmod,information
],nmod,information
The,det,information
guidance,compound,information
information,nsubj,based
for,prep,information
competencies,pobj,for
and,cc,competencies
"
",dep,traits
personality,compound,traits
traits,conj,competencies
of,prep,competencies
the,det,position
practice,compound,target
target,compound,position
position,pobj,of
maybe,advmod,based
based,ROOT,based
"

",dep,based
Oct.,npadvmod,based
12,nummod,Oct.
",",punct,Oct.
2023,nummod,Oct.
"

",dep,based
on,dep,based
but,cc,based
not,neg,reveal
reveal,conj,based
the,det,scores
benchmark,compound,scores
scores,dobj,reveal
.,punct,based
In,prep,based
some,det,cases
cases,pobj,In
",",punct,based
the,det,information
"
",dep,information
ouldance,compound,information
information,nsubj,based
maybe,advmod,based
based,ROOT,based
on,prep,based
test,compound,output
output,compound,scores
scores,pobj,on
of,prep,scores
"
",dep,of
other,amod,users
users,pobj,of
of,prep,users
the,det,module
training,compound,module
module,pobj,of
linked,dep,based
to,prep,linked
a,det,position
related,amod,position
practice,compound,target
"
",dep,target
target,compound,position
position,pobj,to
.,punct,based
In,prep,groups
some,det,cases
cases,pobj,In
",",punct,groups
the,det,report
output,compound,report
report,nsubj,groups
groups,ROOT,groups
the,det,scores
"
",dep,scores
test,compound,output
output,compound,scores
scores,dobj,groups
according,prep,scores
to,prep,according
a,det,importance
predetermined,amod,importance
importance,pobj,to
"
",dep,importance
of,prep,importance
a,det,score
score,pobj,of
of,prep,score
the,det,scores
test,compound,output
output,compound,scores
scores,pobj,of
to,prep,groups
a,det,selection
selection,pobj,to
of,prep,selection
"
",dep,of
candidates,pobj,of
for,prep,candidates
the,det,position
practice,compound,target
target,compound,position
position,pobj,for
.,punct,groups
"

",dep,feature
[,nmod,feature
0028,nmod,feature
],dep,Itis
Itis,nmod,feature
thus,advmod,Itis
a,det,feature
feature,ROOT,feature
of,prep,feature
at,advmod,least
least,advmod,one
one,nummod,embodiment
embodiment,pobj,of
of,prep,embodiment
the,det,"
"
"
",dep,of
invention,pobj,of
to,aux,reduce
reduce,ROOT,reduce
an,det,incentive
incentive,dobj,reduce
for,mark,individual
a,det,individual
practicing,amod,individual
individual,advcl,incentive
"
",dep,reduce
to,aux,tailor
tailor,ccomp,reduce
their,poss,answers
answers,dobj,tailor
to,prep,tailor
a,det,occupation
desired,amod,occupation
occupation,pobj,to
.,punct,reduce
"

",dep,provide
[,dep,provide
0029,dep,provide
],dep,provide
The,det,report
output,compound,report
report,nsubj,provide
may,aux,provide
further,advmod,provide
provide,ROOT,provide
interviewing,nmod,tips
"
",dep,tips
tips,dobj,provide
indicating,acl,tips
answer,compound,strategies
strategies,dobj,indicating
for,prep,strategies
practice,nmod,interview
interview,compound,ques-
ques-,pobj,for
"
",dep,for
tions,pobj,for
with,prep,indicating
respect,pobj,with
to,prep,respect
particular,amod,scores
test,compound,output
output,compound,scores
scores,pobj,to
according,prep,provide
"
",dep,according
to,prep,according
a,det,comparison
comparison,pobj,to
between,prep,comparison
the,det,score
particular,amod,score
test,compound,output
output,compound,score
score,pobj,between
and,cc,score
"
",dep,score
the,det,score
corresponding,amod,score
benchmark,compound,score
score,conj,score
.,punct,provide
"

",dep,feature
[,nmod,feature
0030,nmod,feature
],dep,Itis
Itis,nmod,feature
thus,advmod,Itis
a,det,feature
feature,ROOT,feature
of,prep,feature
at,advmod,least
least,advmod,one
one,nummod,embodiment
embodiment,pobj,of
of,prep,embodiment
the,det,"
"
"
",dep,of
invention,pobj,of
to,aux,assist
assist,ROOT,assist
the,det,individual
practicing,amod,individual
individual,dobj,assist
in,prep,assist
identifying,pcomp,in
"
",dep,points
particular,amod,points
points,dobj,identifying
of,prep,points
weakness,pobj,of
and,cc,assist
to,aux,provide
provide,conj,assist
general,amod,"
"
coach-,compound,"
"
"
",dep,provide
ing,dobj,provide
.,punct,assist
"

",dep,include
[,dep,include
0031,dep,include
],dep,include
The,det,module
evaluation,compound,module
module,nsubj,include
may,aux,include
further,advmod,include
include,ROOT,include
an,det,"
"
"
",dep,include
input,dobj,include
for,prep,input
receiving,pcomp,for
the,det,answers
answers,dobj,receiving
to,prep,answers
the,det,questions
practice,compound,interview
interview,compound,"
"
"
",dep,questions
questions,pobj,to
and,cc,answers
the,det,position
practice,compound,target
target,compound,position
position,conj,answers
from,prep,receiving
the,det,training
training,compound,module
"
",dep,training
module,pobj,from
to,aux,update
update,advcl,receiving
the,det,database
database,dobj,update
of,prep,database
benchmark,compound,scores
scores,pobj,of
.,punct,include
In,ROOT,In
"
",dep,In
addition,pobj,In
or,cc,In
alternatively,conj,In
",",punct,In
the,det,module
evaluation,compound,module
module,nsubj,include
may,aux,include
include,conj,In
"
",dep,include
an,det,input
input,dobj,include
for,prep,input
receiving,pcomp,for
post,amod,outcome
-,amod,outcome
interview,amod,outcome
outcome,compound,data
data,dobj,receiving
related,acl,data
to,prep,related
"
",dep,to
the,det,answers
answers,pobj,to
to,prep,answers
the,det,questions
practice,compound,interview
interview,compound,questions
questions,pobj,to
by,prep,answers
the,det,candidate
"
",dep,candidate
practice,compound,candidate
